,text,label
1417,"Para de dá nojo tbm, vai trabalha, esquece dos filhos dele, mostra o que vc faz",False
2646,Meu amor ,True
2094,Me da mais raiva de quem vota nessa corja e apoia esses traidores,True
1405,Falta cérebro joice. Nao é culpa dele nao. Nenem.,False
4405,Temos tantas coisas pra mudar em nosso país e vcs ai dando corda a uma menina que mal sabe o que é viver.,True
286,@pgmsilviosantos misógino. Vcs combinam mesmo @jairmessiasbolsonaro,False
3835,Isso ai poq nao fica quieto na dele,True
3952,Alguém lúcido neste STF,True
3267,"Parabéns amado Haddad, merecido",True
2481,Todo mundo assistindo ,True
3951,Parabéns,True
4269,Cadeia nele!!,True
3124,Parabéns Professor!,True
830,Essa disgraça fala que é pastor..,False
1370,Legítimo bosta esse loco....,False
1605,Luladrão tem que voltar para Prisão em cela.comum NÃO sou obrigada pagar o Lixo desse MARGINAL VAGABUNDO VELHO BODE ... Em cela com privilégios ahhh Não mesmo...,False
4206,Quem se juntou a Maria do barraco foi vc!,True
3938,Eternamente agradecido Ministro Fachin,True
1253,"Infeliz, desgraçado...",False
2026,Vcs são bandidos sua pilantra vcs roubaram saquearam o país,False
238,#globolixo,False
3195,Poderia detalhar melhor a sua contribuição para receber a medalha. ? Senão fica parecendo homenagem político partidária ocasional.,True
1733,Essa menina é uma idiota mesmo,False
1298,Fdp,False
1179,Canalha inútil,False
1135,Sfd,False
4231,"Coisa feia, sô!!!",True
2432,Eu defendo a soberania nacional...estou com vc Haddad ,True
2386,Liberdade de expressão sendo cerceadas,True
4019,Ñ suporto essas palhaçadas esse ñ.me representa.,False
3462,Concordo plenamente com você Janaína.,True
3087,Fernando Haddad grande liderança que surge com muita força em nosso país Haddad intelectualmente mais preparado e também moralmente,True
3747,Samos todos írmao não gosto di racista são pessoas sem caráter quê não respeita u próximo não tem diferença do neguinho pra u branquinho,True
3217,Tem o meu respeito.,True
2488,"E o Felipe Neto decidi doar livros LGBT, para quem quiser pegar, ou seja a pessoa não é obrigada a ter acesso ao conteúdo e vira caso de polícia. O Sílvio Santos sim está errado de fazer isso com uma criança!",True
3111,"Parabéns professor, sucessos",True
3478,"Acho que ele cria problemas ao Bolsonaro sim. O cenário político mostra que não há concorrente à Presidência em 2022 melhor que o Jair... por enquanto. Combater a imoralidade, o banditismo e a desonestidade já o qualifica a mais um mandato.",True
4460,Parabéns Presidente ,True
1899,"Pirralha quer dizer criança, convém informar para essa chata e seus adoradores.",False
592,"Essa tal pastor, que se diz deputado é muito baixo, ridículo.",False
1645,"Eu acho que deveria ter justiça de vdd e cancela essa eleição que só foi de fakes, mentiras e fazer uma eleição honesta pronto quero ver um debate entre Lula esse lixo",False
489,Esse maldito deve ser preso,False
1323,"FELIZES BOLSOOTARIOS?????? A CADA DIA BOLSOMERDA MOSTRA COM CLAREZA, QUE USOU VOCES, COMO O PESSOAL DO MATO USA O SABUGO DE MILHO.....PARA LIMPAR O CÚ!!!! ENTAO CAPIAUS BOLSOOTARIOS COMO SE SENTEM COMO SABUGOS DE MILHO DE BOLSOMERDA????? SE APENAS ATINGISSE VOCES, ESTRUMES, TUDO BEM,SERIA OTIMO!!!!! MAS VAI ATINGIR A TODOS, QUE NAO SAO IMBECIS COMO VOCES, BOLSOCAPIAUS!!! INFAMES!!!!",False
3909,"Um dos poucos q restam, em termos de justiça neste país...",True
3541,"Joice concordo com vc, o presidente fica desacreditado com os comentários dos filhos, é uma pena.",True
550,Bandido porque te tiraram da cadeia? Volta pra lá já ###,False
57,"Não precisamos da pena de ninguém ,ainda mais dessa desqualificada ,guarde ela ,as muitas penas que tem pra si mesma , #Bolsonaro2022 ,sem mais .....",False
256,"E a #Globolixo passa vergonha de novo!  Eee novela chata, que não acaba nunca..aff!!!",False
913,Essa zinha aí é TRAÍRA,False
842,"Cidadão de bem, igual@muitos por aí... nojo",False
3180,O que você fez pra receber tal honraria?,True
3956,Porquê estão temendo.,True
2522,onde curti mil vezes ??,True
2441,Menina democracia até volta a ter esperanças...,True
2220,"Esses infelizes , são IGNORANTES , DOENTES MENTAIS , CORRUPTOS OU BABACA MESMO !",False
781,Esse aí nao vale nada,False
1951,"Eh uma pirralha...que não entende nada da vida...La de onde ela esta , sendo bancada, em seu pais de primeiro mundo , é muito fácil apontar os nossos problemas, quero ver ela da eh uma solução. E o que o mundo pensa...nesse assunto...é relevante.",False
2267,Grande Eduardo!,True
3208,Parabéns meu futuro presidente ,True
585,Que vergonha! Esse senhor envergonha o evangelho de Cristo!,False
3933,Parabéns! DR. Fachin.,True
224,#foraglobolixo,False
1737,"Menininha sororizada, está ainda nas fraldas, Joyce sabe bem onde os caminhos que trilhamos nos levam. Acho desnecessário tanto ódio e caretas no discurso dessa mocinha.",False
3764,Muito bem Benedita! ,True
2184,Artigo 142 nestes ratos corruptos STF bandidos safados vagabundos canalhas abutres crápulas do STF derrubar está corte criminosa do Brasil,False
3040,Parabéns exelencia nosso futuro presidente e nos tamos juntos companheiro abraço brigado,True
362,Tranqueiras......,False
98,"Aproveite ,logo estará atrás das grades.",False
2095,São os canalhas de SEMPRE,False
4118,Fica na tuuuuuuua Taffarel!!!!!,False
2868,E como é linda!!! ,False
1746,🤢🤢🤢sua bosta,False
477,Bandido!!  Deus nós livre desse capeta em carne e osso.,False
680,NOJO!,False
912,#LulaEmPresidioComum #JoiceNuncaMais,False
1341,Podia deixar o cara em paz. Inveja da peste. Mágoa reprimida.,False
3037,Parabéns!,True
464,"Esse verme do lula é um monstro,quem é ele pra ousar a pronunciar o nome do Juiz @sergiomoroo @jairmessiasbolsonaro @rosangelawmoro verme ele só quer discórdia,guerra,sangue..Quando esse verme,rato de esgoto volta pro lugar que ele tem que apodrecer..Isso solto é um perigo pra sociedade..",False
539,"Deus da misericórdia, livrai-nos desse mal!!! Eu não mereço nem ouvir a voz dele. Senhor tende piedade de nós!!!O cara enlouqueceu, a sede de poder dele, já matou muita gente!!!",False
1433,"A esquerda está acabada , já era",False
2517,Dois homens lindos,True
794,Nojeto 🤢,False
1400,Concordo. Só fala merda,False
3860,Ótimo ! É impossível se esconder debaixo do tapete !!!,True
1330,lixo do caralho ,False
839,Todos bandidos.,False
3363,O povo merece!,True
433,"Eu me pergunto: por que não processam e tornam a vida destas publicações um inferno ? Isso é um absurdo regular ! A senhora tem direito a defesa, ministra ! Pese e enquadre esse marginal na lei que ampara a mulher. Agora ...se não fizer nada, a gente vai ficar passando raiva e se solidarizando com a senhora e vai acabar aí. O imbecil vai acabar saindo vitorioso por que nada lhe aconteceu. Isso é impunidade ! Deus a abençoe e a fortaleça.",False
1426,Este cara é um trem desgovernado!,False
2983,"Concordo c quase todas as suas visões, mas ser contra o concurso de blz me parece um pouco de radicalismo q não combina com o viés progressista q se propõe. Prefiro ver o concurso como uma forma de se valorizar a beleza feminina. A vitória de uma negra é um alento ao momento complicado q vivemos.",True
321,Ridículo esse cara,False
4355,Simples assim,True
1712,Vc e a Greta: duas oportunistas,False
2958,"Dircurso lindo , mulher maravilhosa!",True
3582,Muito sensata!!!,False
3273,"Como seria o país c Haddad presidente? Às vésperas de um Natal bem mais alegre, certamente, c um povo mais esperançoso no futuro e governado p pessoas mais dignas e cientes dos problemas brasileiros.",True
2777,Estou muito feliz e otimista com o Presidente que terá meu voto novamente.,True
404,Jornalista filho do demônio comunistas,False
2717,Viva Freire!!!!,True
1550,Agora: prisão até morrer!!!,False
4400,Ainda bem que não sou eu o Bolsonaro de saia.,True
2657,Eu amo haddad,True
1568,Demorou pra colocar esse ser na cadeia novamente,False
247,Todo dia essa esquerda quer desmoralizar nosso governo. ,False
2023,BOLSONARO E UM BANDIDO NÃO SEI QUE ESTA FAZENDO ESSES POLITICO QUE NÃO CAÇA ESSE TORTURADOR E CONDENA ELE POR CRIMINOSO DE GUERRA.,False
4078,Vdd.,True
1519,Nossa solidariedade aos agredidos por esse louco descompassado. #racismoécrime,False
1596,Toma lhe cadeia seu velhaco,False
4045,"QUANDO VAI ASSINAR UMA LEI PARA ACABAR COM OS CARTOES CORPORATIVOS? O PRESIDENTE NAO VE QUE CADA CARTAO É UMA TORNEIRA ABERTA PARA O GASTO DO DINHEIRO PUBLICO? PARA DIZER QUE FAZ ALGUMA COISA, CRIA UM IMPOSTO, SOBRE QUEM TRABALHA, NAO TIRA NADA DA CLASSE POLITICA!",True
4294,Concordo plenamente,True
3677,"Benedita, Perfeita do Rio de Janeiro!!! @ptbrasil novo, de novo!! #LulaLivre!!!",True
4383,Perde mais um voto,True
3275,Parabéns Professor! Quem sabe o governo acorde e se dê conta do erro que está cometendo com os professores gaúchos!,True
687,Vagabundos como esse que o Brasil não precisa,True
4181,"Eles vão apanhar nas Ruas, Dirceu.",False
1214,Aí seusotario bonsoniho,False
3048,Parabéns @fernandohaddadoficial,True
4161,Exatamente . Está na hora de parar de falar besteira e de prejudicar a imagem do pai!,False
1573,Luladrão teu lugar é na papuda,False
3717,Parabéns Deputada Benedita!,True
427,Gente esse cara deve envergonhar até o Satanás.,False
3,Esquerdista.,False
3391,Meu Deus ,True
1051,Esse Alexandre é um especialista de respeito mesmo. Veio da merda da Globo pra estrelar ao lado da direita.,False
3105,Haddad não vão pra rua protestar porque diminuíram verba da educação pra aumentar fundo eleitoral?? É a mesma educação do outro protesto.,True
922,"Vergonha, vergonha!!",False
589,Pastor do demo,False
1344,É muito mimimi,False
4276,"Não imaginava que às vésperas do Dia da Consciência Negra fosse ver uma deputada precisando ser tão combativa para enfrentar o racismo. Toda solidariedade. E Maia, reponha o quadro! Não tem essa de talvez seja uma mensagem injusta, generaliza a polícia. Não me venha com essa de generalização da polícia num país onde a polícia mata a juventude negra todo dia. O genocídio é generalizado. Parem de acobertar militares!",True
1710,"Bolsonaro é infantil e com viés ditador, votei nele, mas precisamos de outro alguém para 2022. Desejo que ele mude, senão será a mola para impulsionar o PT novamente",False
2081,Isso eh esquerda. Eh o lixo do lixo. E ainda temos milhões de acéfalos que defendem e apoiam essa corja.,True
3228,Orgulhosa de ter votado no professor!,True
312,Eu tenho nojoooooo 🤮 desse homem,False
1293,Fora demonio,False
898,Joyce traíra,False
2676,Meu futuro presidente ,True
2913,"O olhar dela é maravilhoso, mas o discurso é muito melhor. ",False
2246,Pior presidente do Chile !,True
229,Adoram fazer papel de bobos 🤡,False
3144,Parabéns!Merecida!!!,True
968,Imunda,False
4454,Nem aqui nem em lugar nenhum,True
373,Carta capital é super esquerdista comunista do mal.Somos todos Damares!!!!!!!,False
2749,A briga de vcs so enfraquece o governo,True
513,Uma desgraça dessa incitando o ódio,False
1903,Ridículo essa menina,False
112,"Terrorismo, além do preconceito contra RORAIMA 🤮🤮🤮🤮",False
383,"Demônios esquerdistas, essa carta capital é a escória do jornalismo",False
3568,É verdade,True
255,Não cansam de passar vergonha!! #GloboLixo,False
518,"INCENTIVADO À GUERRA, VOLTA ESSE HOMEM PARA CADEIA. DEMÔNIO CHEFE ",False
2634,Próximo presidente da República ,True
3311,"Parabéns, Haddad! Siga em frente com a cabeça erguida, você é um cidadão honrado e ainda tem muito a fazer por São Paulo e pelo Brasil.",True
151,"Esse congresso é uma Vergonha Nacional, salvo belíssimas excessoes! ",False
1754,PEPPAAAAAAAAAA PEPPAAAAAAAAAAAAA PEPPAAAAAAAAA,False
67,"Essa esquerdopata imbecil não consegue ser ouvida nem no Chile, sua terra!",False
1963,"Vc é pessoa horrível Joice, a pior d todas.. votei em vc por causa do Presidente, não voto nunca mais para nada.",False
2992,E a fala dela sobre representatividade e ocupar lugares na sociedade foi massa demais ...,True
278,Uma das mais privilegiadas mentes do meio jornalístico. Não trouxe o rancor da globolixo. Parabéns Leda.,False
3029,Linda!,True
873,Múmia paralítica ,False
1075,"Tipico da esquerda: é contra até convir, ai “abre exceção”!!!",False
2343,Gostou do preconceito do seu presidente com Roraima governador? @antoniodenariumrr ou vai fingir não entender?,True
2583,Deus está frente do nosso JAIR,True
2051,Esses vermes sao dejeto de fossa canalhas corruptos vagabundos são o câncer do Brasil,False
3691,Show ,True
1268,MESMO ASSIM AINDA TEM DESINFORMADOS OU IDIOTAS ELOGIANDO ESSE DESGOVERNO,False
1117,"E os gados aplaudem as retiradas dos seus próprios direitos,n dá pra entender isso!!!",False
4226,"Parabéns ao deputado coronel Tadeu, se fosse eu tinha feito pior",True
2624,Lindo ,True
4427,Vamos tratar de assuntos mais relevantes?,True
4033,ama prejudicar os pobres!!!!,True
1299,Presidente miserável,False
2000,anta ,False
618,"E esse bandido se diz pastor, sujeito baixo esse! 🤮🤮",False
4113,Um AI5 ia cair muito bem no Brasil hoje.,True
4147,Os filhos do Presidente só criam problemas .... corta a mesada deles ....,True
2042,Só podia ser eles mesmo bando de gentalha e ainda falam q são patriotas cAnbada do ,False
722,Bandido.,False
3545,"Que fim político triste o seu Joice, não vou deixar de te seguir para ver o que vai dar, a cada dia vc se supera",True
2061,Bando de imbecil!,False
159,Congresso do cão,False
1441,"Vai “garrar” vergonha na cara sua aproveitadora, porque você não se indignou com a ameaça do podre de senador Humberto Costa e outros esquerdalhas nojentos quando ameaçam o Brasil?  é o que você é!!!! 🤮🤮🤮",False
3059,Merecida homenagem!,True
2339,Grande homem a se fosse você o nosso presidente. Não estava a acontecendo essas misérias,True
2382,Cadê a democracia ???,True
1677,O miliciano mafioso está destruindo tudo e os alienados continuam defendendo esses pústulas!!!!,False
1026,"Esta se afundando cada dia que passa, peppa pig está indo pelo ralo ",False
3186,"Merece até demais, parabéns professor!",True
823,Processo nele.,False
759,"Governo da administração artificial vive de manipulações, e resultado de números uma merda.",False
999,Maldosa heim kkkkk,False
297,Nojooooo,False
19,Hipocrisia esquerdopata oportunista,False
2824,Olá Bom Dia Alexande Gacia com muita personalidade amor com Deus felíz Natal Saúde para você com a família ,True
3330,"Parabéns, PROFESSOR!!!!",True
1646,Lula é bandido muie bota isso nessa tua cabeça cheia de merda,False
544,"Esse desgraçado incentivando guerra civil. Exército fica de olho, bandidos tem q está na cadeia. Esse partido sempre incentivou guerrilhas, são uns, pilantras miseráveis.",False
2776,"O governo precisa estar alerta para a greve dos caminhoneiros, a chance é alta e seria um grande estrago.",True
970,Babaca !,False
250,🤣🤣🤣🤣🤣 #GLOBOLIXO ,False
3538,É melhor um filho falando o que pensa. Do que um filho ficando rico caladinho.,True
3664,Que absurdo!,True
2269,@valeriachaves3 Prima olha quem tá ali na foto.,True
3318,De Marx a Habermas a Haddad,True
2227,Vão para o inferno!,False
2668,Parabéns Fernando ! UP sempre para a educação!,True
2230,Cambada de lixo humano...só se servem...não nos servem,False
1841,Ela quer ganhar o Nobel!! Pirralha,False
1625,Eu não só os ladroes do seu partido e vc que paga...sua canalha,False
3492,Toma tento Joice respeita a polícia,True
1889,Menina que vive no capitalismo querendo o socialismo pra os outros....pirralha mesmo,False
1008,Cada dia mais Gorda!,False
1915,"Bolsonaro tem razão , essa Greta é uma pirralha mimada",False
1001,Tá explicado! Traíras do Brasil! Tá no DNA 🤮,False
800,Esse projeto de homem é um representante de uma Igreja. Que absurdo gente!,False
2847,Eu não fui entrevistado! Mas estou muito confiante com essas mudanças graças a família Bolsonaro! que Deus os guie nessa jornada!,True
2120,Vermes do Brasil,False
2534,O silêncio falou por todas as mulheres. ,True
3019,"Faço as suas minhas palavras! Concursos de beleza criam ainda mais esteriótipos que procura padronizar as mulheres. Não existe “mulher mais linda do mundo”, do estado ou do país. Existem pessoas, e cada um é a pessoa mais linda do mundo. Beleza é estereótipo, e não um concurso.",True
4435,"Joice não consegui ficar sem aparecer nenhum minuto, e tudo ela diz foi a fala de fulano. Vc deveria concentrar esforço no trabalho para qual vc recebe muito bem e não viver de fofoca.",True
2158,O supremo não vai atender. O STF é o protetor de bandidos e das falcatruas.,False
3897,Pelo menos isso v,True
4208,Falam mais da conta.. quiz dizer....,True
47,"E uma coitada , não tem credibilidade aqui nao",False
2571,Cada uma viu ninguém merece já chega,True
3120,Lindoooo,True
1557,O STF não é inteiramente PODRE! Tiramos as maçãs podres e teremos magistrados sérios e isentos.,False
3013,"Nós e o mundo todo sabe que essa moça não era a mais bonita. O concurso de miss universo há muito tempo se tornou um evento político. Sabemos que não é apenas a beleza física que está sendo avaliada, é todo um conjunto.",True
2737,Rindo muito ,True
401,QUEM ESCREVEU ESSAS IMUNDÍCIES REPUGNANTES E QUEM AS PUBLICOU DEVERIAM SER ENTREGUES AOS VINTE PRRDID,False
2870,"Hoje, assistindo uma entrevista no programa do Juca Kfouri, não me lembro o nome do entrevistado pois peguei no final, o cara disse o seguinte: a Damares não é louca, ela sabe bem a que veio, as falas do ministro do trabalho são arquitetadas, o Silvio também sabe o que está fazendo, ou seja, parece um roteiro a ser seguido por todos os que rodeiam o presidente, os apoiadores do golpe, até seus eleitores. É uma desconstrução de tudo o que levou décadas para ser feito de bom no campo da educação, cultura, artes, liberdades, democracia. É terrível, mas verdadeiro. Tenho percebido isso inclusive nos grupos familiares e de trabalho, quando se faz uma crítica ou se mostra a verdade do que vem acontecendo, rapidamente alguém corre para mudar o foco. Foi uma lavagem cerebral planejada.",True
3978,Lula livre voto no Lula,True
2316,Saudade do que a gente ainda não viveu. ,True
3334,Parabéns!,True
862,Deus nos livre desse mal!!!,False
875,"precisava voltar a ter aula, pra aprender escrever “rascismo” do jeito certo... vc eh uma mentira",False
1029,"Força Carla Zambelli, essa traíra da Joice nos envergonha .",False
3566,Eu adoro o jair mas os filhos estão sendo irresponsáveis,True
252,Ridicula e fraca jornalidta global.Cultura alguma.Conhecimento algum.Repete o que lhe mandam.Falta de caráter,False
3319,Haudad nós estamos esperando,True
1242,Covarde,False
645,Bando de safado e bandido!!,True
3219,Parabéns ,False
2442,Professor por favor ajude a não ter privatizações!!,True
3758,"@tiamaoficial precisamos do seu apoio, independente de afinidade política. Isso não pode ficar assim, precisamos divulgar este vídeo.",True
1588,"Se lascou doidin , vai voltar pra jaula, foi fala que faltava canalhice no governo kkkkkkkkkkk",False
3265,"Parabéns, professor!!",True
1244,Esse bolsolixo é um canalha....,False
1057,E a esquerdalha PIRA..🤣🤣,False
1621,Vcs sao doentes!,False
2633,Agora estou feliz!,False
2591,"Quando alguém fala que é cristão, crispa até o cabelo da orelha.",True
3993,Tomeeee!!! povo que vota errado rindo muito.,False
1678,🤣🤣🤣🤣 Aham. Senta lá claudia. O molusco ta livre mas vive numa prisão. Não pode sair em público. Não pode ir num restaurante. Nao pode pegar um avião com o povão... Tá mais legal assim mesmo. Tá sofrendo na pela a prisão mental que ele se enfiou.,False
4377,Se tivessem me entrevistado responderia que personalidade é vei da Havan 🤣🤣🤣🤣 ...,True
1518,"Disse TUDO minha deputada federal, NÃO podemos deixar desses jagunços vencerem, independente de raça e credo todos perderemos.",False
3502,As falas dizem o que realmente querem dizer.,True
2614,"Deus acima de tudo, até da ética, né, Pastor Marco Miliciano?",True
3432,"Sem comentários!!!!! Fez .... e continua fazendo, melhor dizendo ......",True
3262,Meu presidente ,True
2477,OS HOMENS BOLSONARO TODOS SÃO LINDOS PUXOU O PAI,True
1302,Um monstro!,False
3716,"Deputada o tapa foi na cara de todos nós que sendo pardos, brancos,índios,etc estrangeiras ou não sentimos a mesma dor,essa violência atingiu toda humanidade que tem respeito e dignidade.",True
3921,PARABÉNS ministro FACHIN,True
3915,"Deus o abençoe grandemente juiz, por sua digna decisão. Precisamos de homens como o Sr em nossa Nação.",True
3549,Verdade.... Infelizmente...,True
3783,Isso não pode mais aconter mais ,True
2949,"Linda linda Mulher ou melhor Belíssima Ser Humano e guerreira. Bela mulher que representa a beleza humana, em especial, a negra com toda sua amplitude e representatividade. Sim, vence tb, ou melhor, ganha a diversidade e luta por dia melhores e condições a este povo... Sim representatividade de pessoas e discurso com ou pra uma raça e pessoas que são tão ou qnto mais belas que qlqer raça. Viva a negritude!! Viva a diversidade !! Viva a África do Sul !! Salve salve a Miss Africa do Sul do mundo.",True
4049,Faz arminha que dói menos. ,False
1120,Esse bandido não gosta de rouba,False
3488,Antenora te espera.,True
989,"Dupla personalidade... ou desequilibrada mesmo... 3, 2, 1... hauahuahaua",False
1921,"Fala sério, garota manipulada por uma mídia midiática, sem noção que fica andando para cima e para baixo com assessores que custam uma fortuna, vai estudar pirralha",False
501,Nojooooo,False
1881,Essa idiotinha estå servindo de massa de manobra para o richinho comunista Shoros,False
