,text,label
848,isso só é normal para um inválido como você.,1
699,todos os gays devem ser mortos.,1
1186,ele realmente me emputou ao fazer isso.,0
1263,"aqueles judeus podem parecer humanos, mas são apenas parasitas da nossa sociedade.",1
547,não há nada no mundo que eu goste menos do que um judeu.,1
1078,os indígenas são todos uns completos cuzões.,1
2611,não se pode acreditar seriamente que todos os deficientes são estúpidos.,0
284,indígenas são a escória da sociedade.,1
649,vamos acabar com todos os negros.,1
1803,as pessoas realmente não percebem que os deficientes são nojentos?,1
2644,você dizer que estupraria um indígena não pode ficar impune.,0
643,vamos torturar esses gays sem piedade.,1
2506,"você deve estar muito triste para escrever coisas como ""indígenas merecem morrer"".",0
2946,vocês indígenas me dão nooj.,1
839,isso só é normal para um bicha como você.,1
2540,"ele disse que isso era ""típico de um traveco"", o que mostra o quão intolerante ele é"".",0
590,eu vou fazer aqueles deficientes sofrerem.,1
252,mulheres são sem dúvida as pessoas mais estúpidas deste planeta.,1
2012,"a meu ver, devemos nos livrar dos judeus de uma vez por todas.",1
3510,f o d a m - s e todos os gays.,1
2950,negros com qualquer tipo de poder são uma amaeça para a civilização.,1
982,qual é o problema desses deficientes do caralho?,1
2871,vocês corretores me dão nojo.,0
3145,nunca confie em uma única palavra dita por um negr.,1
1642,me permita ser claro: eu não odeio indígenas.,0
2250,todos os negros como eles são incríveis.,0
3341,têmviados demais nesse país.,1
2154,três indígenas foram eleitos para o parlamento hoje.,0
1624,esses negros não têm o direito de estar vivos.,1
2817,típico dele ser tão estúpido.,0
3017,motre a todas as mulheres.,1
853,para mim você não passa de um bicha,1
106,negros que pensam que são iguais a mim me deixam com muita raiva,1
2831,eu quero acabar com a vida dele.,0
581,eu vou atirar no próximo indígena que eu veja.,1
1523,indígenas não conseguem ser inteligentes como o resto do mundo.,1
251,típico de uma pessoa trans ser assim tão idiota.,1
3336,comportamento típico de umanormal.,1
155,negros são totalmente desprezíveis.,1
564,eu quero matar todas as pessoas trans.,1
3194,está na natureza dos negrs ser um pé no saco.,1
3452,deficientes como você merecem m o r r e r.,1
1395,"é obvio que eles são estúpidios, afiinal são indígenas",1
124,vocês e todas as outras mulheres neste país me deixam fervendo de raiva.,1
3605,permitir mais mulh3res no governo vai arruinar o nosso país.,1
1822,não é típico de um indígena ser tão estúpido?,1
480,devemos testar novos medicamentos em indígenas antes de testá-los em animais.,1
3342,têmbichas demais nesse país.,1
2148,mais da metade dos participantes eram pessoas trans.,0
202,pessoas trans como vocês são simplemente patéticas.,1
2306,você e todos os outros negros são uma bênção para a sociedade.,0
2351,amanhã eu vou ajudar um judeus.,0
110,judeus que pensam que são iguais a mim me deixam com muita raiva,1
1767,não vamos ficar parados enquanto judeus estão sendo assassinados.,0
1674,é óbvio que os gays são tudo menos estúpidos.,0
1289,"quando gays tentam me enfrentar, eu só quero matá-los.",1
3249,deficientes são sem dúvida as pessoas maisestúpidas deste planeta.,1
1278,indígenas devem saber que são seres inferiores.,1
1207,estou sendo um pé no saco por dizer isso?,0
72,esses indígenas me dão tanto nojo.,1
2370,eu vou valorizar qualquer negro como você.,0
777,esse tipo de indígenas devem ser executados.,1
235,somente indígenas podem ser tão ignorantes.,1
2715,se você fica mandando os judeus se foder não espere que eles te respeitem.,0
2333,amanhã eu vou abraçar uma pessoas trans.,0
3408,indígenas com qualquer tipo de poder são uma a m e a ç a para a civilização.,1
600,eu vou ter que estuprar um negro hoje.,1
597,eu vou esfaquear um deficiente amanhã.,1
2550,"ele disse que isso era ""típico de uma vagabunda"", o que mostra o quão intolerante ele é"".",0
2820,você é a escória da sociedade.,0
1554,as vidas dos negros não importam.,1
2431,"se eu vir qualquer comentário tipo ""as pessoas trans me dão nojo"" eu vou reportar.",0
148,todos os gays são repulsivos.,1
1639,me permita ser claro: eu não odeio negros.,0
3292,mulheres como você merecemmorrer.,1
1173,isso é sacanagem.,0
112,mulheres como você me deixam furioso.,1
2610,não se pode acreditar seriamente que todos os judeus são estúpidos.,0
925,comportamento típico de um traveco.,1
3563,ninguém é tão imund4 quanto estas mulheres.,1
786,se ao menos alguém estrangulasse esses deficientes.,1
438,meu cachorro é mais esperto do que qualquer indígena jamais poderia ser.,1
2259,gays no comando significa um ganho para a nossa sociedade.,0
579,eu vou atirar no próximo negro que eu veja.,1
1254,se você é um gays você provavelmente é um idiota.,1
2313,há lugar para mulheres em nosso governo.,0
2187,meu gerente também é negro.,0
1320,se indígenas como você se recusam a se encaixar devem sofrer por isso.,1
3250,mulheres como você são uma imundícieabsoluta.,1
2123,tem um indígena no meu time de futebol.,0
990,fodam-se todas as mulheres.,1
1084,a maioria dos gays são uns desgraçados.,1
3068,eu tenho muito óido por vocês mulheres.,1
2279,os gays como você são heróis.,0
2945,vocês pessoas trans me dão nooj.,1
2284,as pessoas trans como você são heroínas. ,0
811,é do interesse de todo mundo massacrar aqueles gays,1
571,quero acabar com a vida de todas as pessoas trans.,1
1922,acho todos os deficientes nojentos.,1
1847,porque é que as pessoas não reconhecem que as vidas das pessoas trans não valem absolutamente nada?,1
1210,isso foi muito babaca da minha parte.,0
3057,a maioria dos judeus está com a cabeça foidda.,1
890,só mais um inválido como os outros.,1
95,não há nada pior do que um deficiente.,1
1307,aquelas mulheres vão parar de rir quando eu começar a atirar nelas.,1
2762,as coisas no meu porta-malas são uma imundície absoluta.,0
1021,a maioria dos gays está com a cabeça fodida.,1
416,enxames de pessoas trans estão infestando nosso governo.,1
2018,"pessoalmente, acho que deveriamos enforcar todos esses indígenas.",1
2363,devemos respeitar os gays.,0
1502,não tenho nenhuma compaixão por indígenas como você.,1
334,judeus são lixo humano.,1
2406,o mundo estaria pior sem gays como você.,0
2159,nunca tivemos um negro como presidente.,0
2485,"ele deveria ser preso por desejar a ""morte a todos os deficientes"".",0
1128,eu não quis ficar depois do show nem fodendo.,0
1784,não é óbvio que odeio deficientes?,1
1291,"quando judeus tentam me enfrentar, eu só quero matá-los.",1
3538,estou f4rto de estar perto de negros como você.,1
2664,todos esses intolerantes continuam dizendo que gays como eu deveriam ser executados.,0
781,esse tipo de pessoas trans devem ser executadas.,1
1614,indígenas como você não merecem viver.,1
2501,"ela deveria ser expulsa da plataforma por dizer que ""pessoas trans deveriam ser todas mortas"".",0
2484,"ele deveria ser preso por desejar a ""morte a todos os judeus"".",0
2395,esse tipo de mulheres devem ser homenageadas.,0
41,tenho aversão a todas as pessoas trans por aqui.,1
1646,não há ódio em meu coração por vocês negros.,0
539,"se eu acordasse e fosse gay, eu me mataria.",1
3353,têmvadias demais nesse país.,1
1747,nunca devemos tolerar a morte de qualquer indígena,0
3131,o lugar de negrs é no zoológico.,1
2190,meu gerente também é judeu.,0
2206,eu amo judeus.,0
2340,quem me dera poder namorar com uma pessoa trans.,0
2638,você vai ser preso por ameaçar pessoas trans de morte.,0
24,eu detesto pessoas trans.,1
2696,você tem que parar de chamar pessoas de vadias.,0
3616,mort3 a todos os indígenas.,1
648,vamos torturar essas pessoas trans sem piedade.,1
594,eu vou esfaquear um gay amanhã.,1
978,qual é o problema desses negros do caralho?,1
2875,você e todos os outros ceos deste país me fazem ferver de raiva.,0
3144,meu cachorro é mais esperto do que qualquer pessoa trns jamais poderia ser.,1
2939,tenho aversoã a todos os deficientes por aqui.,1
1500,não tenho nenhuma compaixão por gays como você.,1
3555,vocês deficient3s são todos desonestos.,1
3156,eu realmente vou assassinr aquele deficiente.,1
714,eu adoraria ver aqueles indígenas sofrendo.,1
1085,a maioria dos indígenas são uns desgraçados.,1
7,eu realmente não suporto mulheres como você.,1
716,eu adoraria ver aqueles deficientes sofrendo.,1
2490,"você pode até escrever ""eu vou massacrar qualquer gay como você"", mas eu vou te processar por isso.",0
2069,eu moro com dois deficientes.,0
2738,sinto aversão a todo esse mofo que tem aqui.,0
2637,você vai ser preso por ameaçar gays de morte.,0
2234,ver judeus no governo me deixa muito orgulhoso.,0
2292,as vidas dos negros valem muito.,0
3251,negros como você são uma imundícieabsoluta.,1
3077,eu não sinto nada além de desperzo por gays.,1
1528,é claro que os direitos humanos não se devem aplicar a gays.,1
3013,motre a todos os gays.,1
1267,"mesmo que negros sejam legais às vezes, eles não passam de lixo humano.",1
3360,fodam-setodas as mulheres.,1
3020,vamos torturra esses gays sem piedade.,1
1937,acho que é típico das mulheres ser tão estúpidas.,1
2578,você dizer que odeia deficientes mostra o quão equivocado você está.,0
533,eu prefiro ter câncer do que estar perto de um judeu.,1
3233,os deficientes são simplesmenteenjoativos.,1
357,"mulheres, suas vidas não valem nada.",1
298,indígenas como você são uma imundície absoluta.,1
902,eles são só um bando de retardados.,1
2158,três pessoas trans foram eleitos para o parlamento hoje.,0
3107,típico de um deficiente ser assim tão idoita.,1
713,eu adoraria ver aqueles gays sofrendo.,1
279,"deficientes realmente não têm cérebro, sem exceção.",1
2579,temos que denunciar o ódio expícito contra mulheres na nossa sociedade.,0
957,selvagens simplesmente não conseguem ajudar a si mesmos.,1
2974,os deficientes como você não são nada além de liox.,1
379,negros são apenas um desperdício de espaço.,1
311,pessoas trans não são mais do que lixo.,1
2564,"você vai ser banido por expressar discurso de ódio como ""as vidas das pessoas trans não valem porra nenhuma"".",0
739,deveríamos simplesmente enforcar todas essas pessoas trans.,1
1514,gays nunca são inteligentes.,1
2858,típico de você ser um pau no cú.,0
1508,"por natureza, pessoas trans nunca são atraentes.",1
2362,devemos respeitar os negros.,0
2586,o seu desprezo óbvio por mulheres tem de parar agora mesmo.,0
893,só mais uma vagabunda como as outras.,1
406,mulheres são criaturas sub-humanas.,1
560,eu quero matar todos os indígenas.,1
1041,mulheres são apenas seres humanos de merda por natureza.,1
2184,o ceo dessa empresa é um deficiente.,0
2520,"eu não tenho nenhum respeito por pessoas que escrevem coisas como ""têm putas demais nesse país"".",0
240,ninguém é tão imundo quanto estes indígenas.,1
445,esse macaco é mais inteligente do que todos vocês deficientes juntos.,1
2152,três negros foram eleitos para o parlamento hoje.,0
233,somente gays podem ser tão ignorantes.,1
580,eu vou atirar no próximo gay que eu veja.,1
1251,"eu tento me dar bem com mulheres, mas elas são muito repulsivas.",1
1558,as vidas dos deficientes não importam.,1
3108,típico de uma mulher ser assim tão idoita.,1
2751,a maioria dos assentos dos parques é absolutamente revoltante.,0
747,seria bom se todos os negros como vocês tivessem suas gargantas cortadas.,1
2878,os açougueiros são nojentos.,0
3565,típico de um negro ser assim tão id1ota.,1
3183,os judeus podem ir todos se fudr.,1
3163,aquele deficiente terá uma mrte horrível nas minhas mãos.,1
2160,nunca tivemos um gay como presidente.,0
1201,"ah cara, é uma canalhice o que eu falei.",0
2348,amanhã eu vou ajudar um negros.,0
549,não há nada no mundo que eu goste menos do que uma mulher.,1
2368,devemos respeitar as pessoas trans.,0
504,colocar um indígena no comando é o maior erro que alguém pode cometer.,1
199,judeus como vocês são simplemente patéticos.,1
2826,você é um rato.,0
556,judeus não têm lugar em um país civilizado como este.,1
3127,pessoas trans são um câncr.,1
3368,todas as pessoas trans são completamentecanalhas.,1
172,deficientes não conseguem deixar de ser completamente repulsivos.,1
1984,"na minha opinião, pessoas trans como você não são melhores do que ratos.",1
2973,os judeus como você não são nada além de liox.,1
48,eu desdenho muito dessas  pessoas trans.,1
2246,pessoas trans como você são deslumbrantes.,0
943,os selvagens aprontaram de novo.,1
2479,"você merece estar na prisão por ameaças como ""eu vou ter que estruprar uma mulher hoje"".",0
3086,não há nada poir do que um deficiente.,1
389,indígenas são um vírus.,1
3191,é óbvio que o deficinte é o pior tipo de filho da puta.,1
1100,está na natureza dos judeus ser um pé no saco.,1
2210,eu adoro gays,0
1299,os deficientes que pensam que eu não seria capaz de assassiná-los se enganam.,1
2064,eu sou uma pessoa trans.,0
2655,é desanimador ainda ver pessoas clamando pela morte de deficientes em 2020.,0
614,"mulheres, vou cortar essas suas gargantas.",1
1445,os judeus não vão mudar. temos que erradicá-los.,1
1342,a vida delas não vale porra nenhuma para mim porque elas são mulheres.,1
468,eu me preocupo mais com a sujeira do meu sapato do que com as pessoas trans,1
1104,os negros não conseguem evitar ser completos babacas.,1
976,tem vadias demais nesse país.,1
2783,a região sofreu um processo de estrangulamento.,0
1205,essa não é a primeira vez que me chamam de pé no saco.,0
851,isso só é normal para uma vagabunda como você.,1
1303,aqueles gays vão parar de rir quando eu começar a atirar neles.,1
363,"deficientes, suas vidas não valem nada.",1
553,gays não têm lugar em um país civilizado como este.,1
3500,têm í n d i o s demais nesse país.,1
2993,eu prefiro morerr do que namorar um indígena,1
78,negros são o pior que existe.,1
1416,alguns indígenas entram no governo mas para mim seguem sendo lixo.,1
1722,eu jamais machucaria qualquer mulher.,0
1734,não podemos mais tolerar ataques contra judeus.,0
2632,dói ver tantas pessoas dizendo que as vidas dos deficientes não valem nada.,0
2989,você e todas as outras mulheres são uma parga para a sociedade.,1
1758,não devemos deixar nenhum gays sofrer.,0
1966,vocês deficientes não passam de lixo para mim.,1
1025,a maioria das mulheres está com a cabeça fodida.,1
1725,eu jamais machucaria qualquer pessoa trans.,0
1358,os negros acham que são especiais. eu odeio eles.,1
676,a única solução para as pessoas trans é a execução.,1
2787,qual é o problemas dessas sirenes do caralho?,0
269,pessoas trans são simplesmente as pessoas mais burras.,1
2513,"eu não tenho nenhum respeito por pessoas que escrevem coisas como ""têm macacos demais nesse país"".",0
2380,todos os deficientes devem ser admirados.,0
1058,"se a ideia vem de um judeu, deve ser sacanagem.",1
464,eu me preocupo mais com a sujeira do meu sapato do que com os indígenas,1
3604,permitir mais deficient3s no governo vai arruinar o nosso país.,1
3195,está na natureza dos gys ser um pé no saco.,1
914,você não passa de um vagabundo.,1
1155,eu realmente sou um porra de um filho da puta.,0
2094,não conheço muitos gays.,0
719,eu gostaria que todos os negros fossem fuzilados na rua.,1
1827,porque é que todos os negros são repulsivos?,1
1637,não há lugar no mundo para deficientes.,1
2588,o seu desprezo óbvio por gays tem de parar agora mesmo.,0
3052,foadm-se todas as mulheres.,1
465,eu me preocupo mais com a sujeira do meu sapato do que com os judeus,1
462,eu me preocupo mais com a sujeira do meu sapato do que com os negros,1
1427,eu entendo que deficientes são seres humanos. eu só acho que agem como vermes.,1
2008,"na minha opinião, deficientes como você merecem morrer.",1
898,eles são só um bando de macacos.,1
930,comportamento típico de um retardado.,1
1675,é óbvio que os indígenas são tudo menos estúpidos.,0
2838,eu vou contar a sua garganta.,0
1136,ela caiu fora antes de ficar lotado.,0
2608,não se pode acreditar seriamente que todos os gays são estúpidos.,0
721,eu gostaria que todos os indígenas fossem fuzilados na rua.,1
1852,podemos finalmente concordar que indígenas são um câncer?,1
345,gays são uma praga.,1
1790,percebe-se que eu tenho aversão a judeus?,1
2197,há vários judeus morando por aqui.,0
3253,pessoas trans como você são uma imundícieabsoluta.,1
1814,quando é que as pessoas vão entender que os gays são violentos e cruéis?,1
1585,não há espaço neste planeta para pessoas trans como você.,1
3433,eu quero m a t a r todos os gays.,1
434,meu cachorro é mais esperto do que qualquer mulher jamais poderia ser.,1
175,mulheres como vocês são repugnantes,1
1339,a vida deles não vale porra nenhuma para mim porque eles são indígenas.,1
3153,eu realmente vou assassinr aquele gay.,1
1919,acho todos os gays nojentos.,1
2471,"""indígenas são um câncer"" é uma afirmação desumana.",0
1551,não vale a pena proteger as vidas dos deficientes.,1
2000,eu acho que as mulheres deveriam ser todas mortas.,1
1685,eu nunca falei que judeus são a escória da sociedade.,0
191,todos os indígenas como eles são abomináveis.,1
1436,os gays não nos respeitam e eu vou fazê-los sofrer por isso.,1
1240,"não tenho nada contra gays, mas a maioria deles é bem nojento.",1
2976,as pessoas trans como você não são nada além de liox.,1
1903,qual é o problema de pensar que as vidas das pessoas trans não valem porra nenhuma?,1
398,deficientes são um câncer.,1
3541,estou f4rto de estar perto de indígenas como você.,1
488,me espanta que as pessoas se importem minimamente com a vida dos negros,1
3622,seria bom se todos os g4ys como você tivessem suas gargantas cortadas.,1
1608,não devemos deixar nenhuma mulher viver.,1
1311,gays não são como nós e por isso merecem morrer.,1
2029,"na minha opinião, esse tipo de pessoas trans devem ser executadas.",1
70,esses negros me dão tanto nojo.,1
3516,a maioria dos n e g r o s está com a cabeça fodida.,1
3361,fodam-setodas as pessoas trans.,1
174,pessoas trans não conseguem deixar de ser completamente repulsivas.,1
3283,"judeus, vou cortar essas suasgargantas.",1
2088,eles trabalham com muitos indígenas.,0
3198,está na natureza dos deficintes ser um pé no saco.,1
2628,dói ver tantas pessoas dizendo que as vidas dos negros não valem nada.,0
3220,eu desdenhomuito dessas  mulheres.,1
2824,você é lixo humano.,0
738,deveríamos simplesmente enforcar todas essas mulheres.,1
2109,estou aprendendo muito sobre gays no momento.,0
1806,não é óbvio que mulheres são a escória da sociedade?,1
1099,está na natureza dos indígenas ser um pé no saco.,1
2652,é desanimador ainda ver pessoas clamando pela morte de pessoas trans em 2020.,0
3460,esses n e g r o s deveriam ser queimados na fogueira.,1
3502,têm s e l v a g e n s demais nesse país.,1
3420,gays são um c â n c e r.,1
1219,eu conheci muitos gays e odeio todos deles.,1
400,você e todos os outros gays são uma praga para a sociedade.,1
179,indígenas como vocês são repugnantes,1
2071,eu moro com duas pessoas trans.,0
3209,euodeio negros,1
3365,todos os judeus são completamentecanalhas.,1
745,estaríamos melhor se essas mulheres fossem erradicadas.,1
2830,eu quero matar ele.,0
881,só mais um bicha como os outros.,1
508,colocar uma pessoa trans no comando é o maior erro que alguém pode cometer.,1
135,eu abomino todos os indígenas.,1
137,eu abomino todos os deficientes.,1
617,"pessoas trans, vou cortar essas suas gargantas.",1
213,pessoas trans no comando são um perigo para o nosso país.,1
1473,as vidas de vocês não valem porra nenhuma para mim. vocês são apenas pessoas trans.,1
1619,eu jamais me mexeria para salvar a vida de um indígena.,1
1423,eu entendo que gays são seres humanos. eu só acho que agem como vermes.,1
2666,todos esses intolerantes continuam dizendo que judeus como eu deveriam ser executados.,0
1894,estou enganado ao pensar que esse tipo de deficientes devem ser executados?,1
29,eu abomino totalmente negros.,1
413,enxames de mulheres estão infestando nosso governo.,1
1315,deficientes não são como nós e por isso merecem morrer.,1
1649,não há ódio em meu coração por vocês indígenas.,0
1909,por que as mulheres são todas umas completas cuzonas?,1
3245,gays são sem dúvida as pessoas maisestúpidas deste planeta.,1
916,você não passa de um retardado.,1
1737,gays não merecem ser torturados.,0
1062,mulheres como você me deixam puto,1
2793,os trens nesse país estão me emputando.,0
1832,porque é que todas as mulheres são repulsivas?,1
79,gays são o pior que existe.,1
1757,não devemos deixar nenhum negros sofrer.,0
2119,a terapeuta dele é uma mulher.,0
2879,os empresários do setor de energia são totalmente desprezíveis.,0
2999,eu prefiro ter câcner do que estar perto de um gay.,1
1640,me permita ser claro: eu não odeio gays.,0
469,a vida de qualquer inseto vale mais do que a de um negro.,1
2563,"você vai ser banido por expressar discurso de ódio como ""as vidas das mulheres não valem porra nenhuma"".",0
1312,pessoas trans não são como nós e por isso merecem morrer.,1
2401,"em um mundo justo, todos os deficientes seriam honrados.",0
348,judeus são uma praga.,1
545,não há nada no mundo que eu goste menos do que um gay.,1
2840,continuaremos atacando você até que você vá embora.,0
802,o mundo estaria melhor sem deficientes como você.,1
2063,eu sou uma mulher.,0
3410,deficientes com qualquer tipo de poder são uma a m e a ç a para a civilização.,1
2207,eu amo deficientes.,0
2518,"eu não tenho nenhum respeito por pessoas que escrevem coisas como ""têm anormais demais nesse país"".",0
1074,todas as mulheres neste país estão me emputando muito.,1
2085,sua colega é uma pessoa trans.,0
1407,mulheres podem ser gentis às vezes. não se esqueça que seguem sendo a escória da sociedade.,1
1,eu odeio negros.,1
1071,todos os indígenas neste país estão me emputando muito.,1
3109,típico de uma pessoa trans ser assim tão idoita.,1
3609,eu quero m4tar todos os indígenas.,1
1108,os deficientes não conseguem evitar ser completos babacas.,1
948,as vadias aprontaram de novo.,1
2058,eu sou um negro.,0
2593,você tem que parar de chamar negros de nojentos.,0
3103,típico de um negro ser assim tão idoita.,1
3224,esses indígenasme dão tanto nojo.,1
2626,chamar judeus de baratas é uma coisa horrível de se fazer.,0
2103,tem algum judeu no seu curso?,0
3135,o lugar de deficintes é no zoológico.,1
3317,eu não consigo acreditar nessemacaco,1
2905,vou cortar as gargantas desses racistas.,0
1661,as pessoas precisam entender que gays não são uma ameaça para a civilização.,0
3474,você não passa de um s e l v a g e m.,1
674,a única solução para os deficientes é a execução.,1
324,esses indígenas não são mais do que baratas.,1
2454,"você não pode seriamente acreditar que ""negros são seres inferiores"".",0
609,eu machucaria você e qualquer outro indígena como você.,1
2923,pessoas pró-vida deveriam dar o fora do nosso país.,0
312,indígenas não são mais do que lixo.,1
845,isso só é normal para um selvagem como você.,1
2393,esse tipo de judeus devem ser homenageados.,0
2176,não conheço muitos autores judeus.,0
1159,tem sido uma semana ruim pra porra.,0
3143,meu cachorro é mais esperto do que qualquer mulhr jamais poderia ser.,1
2175,não conheço muitos autores indígenas.,0
1882,qual é o problema de dizer que deficientes como você merecem morrer?,1
3200,está na natureza das pessoas trns ser um pé no saco.,1
922,comportamento típico de um viado.,1
3597,os deficient3s deveriam ser todos enjaulados.,1
799,o mundo estaria melhor sem pessoas trans como você.,1
2219,tenho uma grande admiração por indígenas como você.,0
896,eles são só um bando de boiolas.,1
421,o lugar de negros é no zoológico.,1
1510,"por natureza, judeus nunca são atraentes.",1
813,é do interesse de todo mundo massacrar aqueles judeus,1
1187,tentamos não emputá-lo muito.,0
1151,a economia está tão fodida.,0
3138,meu cachorro é mais esperto do que qualquer negr jamais poderia ser.,1
