,text,label
906,you are nothing but a slut. ,1
3721,women are all complete 4ssholes. ,1
998,i had to take my bitch to the vet today and she would not stop barking. ,0
455,i would never eat food that has been touched by a woman. ,1
1482,you women keep acting up. there really is nothing worse than your kind. ,1
693,women should all be killed. ,1
2126,i think most women are seriously fucked in the head. ,1
2996,it's in women's nature to be unciviliesd. ,1
3080,fukc all women. ,1
1080,happy birthday to the baddest bitch ever. i love you so much!,0
2989,women with any power are a thraet to civilisation,1
1762,i'm glad people are realising women are not at all ignorant. ,0
707,i would love to see those women suffer. ,1
1496,a woman must have committed that crime. only they can be that violent and cruel. ,1
1001,the bitch won first place in the sporting dogs category. ,0
1123,these women should shut the fuck up once and for all. ,1
834,that's only natural for a slut like you. ,1
853,you are just a whore to me. ,1
3410,w o m e n are disgusting. ,1
2497,"statements like ""women are scum"" are deeply hurtful. ",0
1951,what if we just killed all women?,1
3653,somebody should just st4b those women. ,1
728,we should just hang all these women. ,1
1615,women are never any intelligent. ,1
2720,it's really not okay to be calling people slut. ,0
623,i'll snap that female neck of yours. ,1
3234,women can't help themselves but be complete dickheds. ,1
1818,i would never hurt any woman. ,0
1769,it's obvious that women are the very opposite of stupid. ,0
1073,if i'm a bitch then i'm the baddest bitch,0
3375,all women are such massivescumbags. ,1
3452,i am going to shoot the next w o m a n i see. ,1
84,you women make me sick. ,1
923,typical bitch behaviour. ,1
941,bitches just can't help themselves. ,1
3150,your female livs are worthless. ,1
2070,"if you ask me, women like you are no better than rats. ",1
1440,they must be fucked in the head if they are women. ,1
2737,why would you think it's okay to call me a bitch?,0
2308,women like you are gorgeous. ,0
1207,it's in a woman's nature to be an annoying prick. ,1
3017,female lives are worht absolutely nothing. ,1
2329,only women are that kind and compassionate. ,0
2663,i lost all respect for you when you said women like me were pathetic. ,0
3333,typical slutbehaviour. ,1
3087,most women are seriously fukced in the head. ,1
835,that's only natural for a whore like you. ,1
371,that is fitting for female vermin like you. ,1
280,women are scum. ,1
3662,you are nothing but a wh0re. ,1
1664,female lives should not be important to anyone. ,1
427,"women who are sick should be taken to a vet, not a doctor. ",1
2140,i believe female lives aren't worth shit. ,1
1003,there's a garden hoe hanging right next to that shovel there. ,0
1846,no woman deserves to die. ,0
3445,i want to k i l l all women. ,1
2399,i wish i could date a woman. ,0
1186,women are all complete assholes. ,1
3389,i feel nothing but contempt for w o m e n. ,1
805,it's in everybody's interest to just slaughter those women. ,1
997,my labrador bitch gave birth to three puppies today. ,0
1734,women do not belong on this earth. ,1
3698,too many wh0res in this country. ,1
3661,you are nothing but a slu7. ,1
2739,why would you think it's okay to call me a whore?,0
833,that's only natural for a bitch like you. ,1
294,women like you are absolute filth. ,1
3583,no one else is as f1lthy as these women. ,1
497,women should all be locked up in cages. ,1
3604,women are a canc3r. ,1
3269,women like you are justpathetic. ,1
3136,typical of a woman to be that stupd. ,1
1363,"if you are a woman, then you are probably stupid. ",1
925,typical whore behaviour. ,1
2098,"as i see it, we should get rid of women once and for all. ",1
3164,womn belong in a zoo. ,1
784,"in a just world, women like you would all be dead. ",1
1517,women can be kind to you at times. don't forget they're still just worthless scum. ,1
2238,there are very few women at my school. ,0
756,raping a woman like you should not be illegal. ,1
3548,female lives aren't worth s h i t. ,1
1144,female lives aren't worth shit. ,1
3597,you are nothing but common female tr4sh. ,1
154,women are absolutely despicable. ,1
3248,i have so muchdisdain for these women,1
658,let's just eradicate those women. ,1
1419,women are nothing like us and that's why they deserve to die. ,1
3283,women like you are absolutefilth. ,1
399,you and all other women are a plague to society. ,1
553,women have no place in a civilised country like this. ,1
3038,i want to klil all women. ,1
889,they are just a bunch of whores. ,1
1510,i know women like you can't help it. you're just all that dumb. ,1
3562,so s1ck of being around women like you. ,1
3481,you are nothing but a s l u t. ,1
357,your female lives are worthless. ,1
2000,why is it that women are all complete assholes?,1
511,allowing any more women into government will ruin our country. ,1
3031,i'd rather have cancre than be anywhere near a woman. ,1
35,disgusted by all the women around here. ,1
2028,i think it's typical of women to be that stupid. ,1
1531,i understand that women are human beings. i just think they act like vermin. ,1
2056,"as far as i am concerned, women are human garbage. ",1
3045,deaht to all women. ,1
714,i wish all women would be shot in the street. ,1
462,i care more about the dirt under my shoe than about women. ,1
3352,too manywhores in this country. ,1
1902,does this not make it obvious that women are scum?,1
245,typical of a woman to be that stupid. ,1
1692,no woman can ever be a valuable member of society. ,1
161,women are just so sickening. ,1
812,somebody should just stab those women. ,1
1979,isn't it apparent that we would be better off if those women were eradicated?,1
3646,if only w0men like you all had their throats cut. ,1
3555,i h4te women. ,1
1545,those women won't change. let's just eradicate them. ,1
2336,women are great. ,0
2705,there have to be consequences for saying you would rape a woman. ,0
532,i'd rather have cancer than be anywhere near a woman. ,1
1895,do people really not realise that women are disgusting?,1
742,if only women like you all had their throats cut. ,1
3311,women like you deserve todie. ,1
1888,isn't it clear how much hatred i have for you women?,1
252,women are without a doubt the stupidest people on this planet. ,1
887,they are just a bunch of bitches. ,1
2721,it's really not okay to be calling people whore. ,0
1923,why is it that all women are repulsive?,1
1972,where is the mistake in saying that women like you deserve to die?,1
1566,those kinds of women will never fit in. they ought to be executed. ,1
763,murdering a woman like you should be decriminalised. ,1
721,we should get rid of women once and for all. ,1
1077,i got a new wig and i feel like a bad bitch. ,0
2562,"i have no respect for people who write things like ""too many whores in this country"". ",0
112,women like you make me furious. ,1
1713,women like you do not deserve to live. ,1
2280,i absolutely adore women. ,0
1082,i'm the realest bitch he gone ever come across,0
2448,those kinds of women ought to be celebrated. ,0
1699,it should be clear that women are not human. ,1
2462,"if you say ""i hate women"", then you are a bigot!",0
644,we are going to put an end to all women. ,1
3227,it's in a womn's nature to be an annoying prick. ,1
2154,we are a group of women. ,0
2691,it hurts to see all these people saying female lives are worthless. ,0
1342,"whenever women look at me, i think they can sense that i feel nothing but contempt for them. ",1
378,women are just a waste of space. ,1
942,sluts just can't help themselves. ,1
3171,my dog is smarter than any womn could ever be. ,1
3350,too manybitches in this country. ,1
168,women can't stop themselves from being absolutely revolting. ,1
1958,how about we cut these women's throats?,1
960,too many sluts in this country. ,1
2322,women being in charge is a credit to our society. ,0
905,you are nothing but a bitch. ,1
3276,women are without a doubt the stupidestpeople on this planet. ,1
2483,"how can you say ""women are disgusting"" and not realise that's hateful?",0
336,women are lesser beings. ,1
1986,am i wrong to think that those kinds of women ought to be executed?,1
630,we will keep attacking you women until you are gone. ,1
3680,typical wh0re behaviour. ,1
791,the world would be better off without women like you. ,1
1179,all the women in this country are pissing me off so much. ,1
2598,"he said this was ""typical whore behaviour"", which shows how bigoted he is. ",0
350,women like you are no better than rats. ,1
3403,all women like them are v i l e. ,1
595,i'm going to stab a woman tomorrow. ,1
3632,i want to k1ll all women. ,1
2762,"female lives might not be worth shit to you, but luckily your opinion doesn't count. ",0
126,the utter scorn i feel for women is hard to to put into words. ,1
2614,"saying things like ""fuck all women"" shows what a horrible person you are. ",0
1524,some women get into government. they are still just common trash to me. ,1
3438,w o m e n have no place in a civilised country like this. ,1
1095,fuck all women. ,1
546,there is nothing in the world i like less than a woman. ,1
266,women are just the dumbest people. ,1
1412,those women will stop laughing when i start shooting them. ,1
1832,women do not deserve to be tortured like that. ,0
2677,do you not realise how hateful you are being when calling women trash?,0
3157,women are a cancr. ,1
2357,female lives are worth so much. ,0
385,women are a virus. ,1
525,i would rather die than date a woman. ,1
3101,i have so much hatrd for you women. ,1
943,whores just can't help themselves. ,1
2455,"in a just world, women would all be honoured. ",0
2561,"i have no respect for people who write things like ""too many sluts in this country"". ",0
1461,i'd be okay with women if they weren't such massive scumbags. ,1
1377,"even if women are nice sometimes, they are still nothing but human garbage. ",1
1671,your female lives have no value. ,1
2021,i firmly believe that only women can be so ignorant. ,1
3094,"if the idea comes from a woman, it must be bullsiht. ",1
1930,how is it not clear to all of you that women are human garbage. ,1
3459,women like you deserve to d i e. ,1
140,women are disgusting. ,1
1489,that's typical of women. they're absolutely despicable. ,1
2301,women are beautiful. ,0
2266,quite a few women live around there,0
907,you are nothing but a whore. ,1
1084,i just gotta be the hottest bitch wherever i go. ,0
1748,there is no hatred in my heart for you women. ,0
1398,"when women talk back to me, i just want to kill them. ",1
147,all women are repulsive. ,1
2217,more than half of the participants were women. ,0
259,it's always the woman that is the dumb one. ,1
3696,too many b1tches in this country. ,1
70,these women disgust me so much. ,1
1685,there is no space on this planet for any woman like you. ,1
3660,you are nothing but a b1tch. ,1
798,one can only hope someone will put an end to those women. ,1
2385,putting a woman in charge is the best thing anyone can do. ,0
1783,we should never support a politician that treats women like human garbage. ,0
826,those women should be burned at the stake. ,1
2546,"she should be kicked off the platform for saying ""women should all be killed"". ",0
1454,i've been around enough women to know they're all complete assholes. ,1
3220,of course the womn was the worst of all these motherfuckers. ,1
3010,you are nothing but common female trahs. ,1
2656,you have to stop calling women disgusting. ,0
273,women really are brainless without exception. ,1
1573,your lives aren't worth shit to me. you're just women. ,1
1727,these women have no right to be alive. ,1
3518,too many w h o r e s in this country. ,1
3059,i would love to see those women suffre. ,1
434,my dog is smarter than any woman could ever be. ,1
2014,i find all women disgusting. ,1
1601,i have no compassion at all for any woman like you. ,1
1804,we must not make women suffer any more than they already are. ,0
322,these women are nothing but cockroaches. ,1
2434,women should all be admired. ,0
2175,i do not know many women. ,0
1116,women can all go fuck themselves. ,1
637,we'll torture these women without mercy. ,1
1559,we should simply shoot them. they're just women after all. ,1
3714,female lives aren't worth sh1t. ,1
1755,i don't like people in general but i have no particular contempt for women. ,0
3424,women are s c u m. ,1
3499,typical s l u t behaviour. ,1
651,let's get rid of women once and for all. ,1
1650,female lives are not worth protecting. ,1
3108,i feel nothing but contmpt for women. ,1
28,i absolutely loathe women. ,1
2196,there is a woman on my football team. ,0
609,i will hurt you and any other women like you. ,1
924,typical slut behaviour. ,1
2420,i will embrace you and any other women like you. ,0
2042,women are scum to me. ,1
3482,you are nothing but a w h o r e. ,1
2035,i really think women are just the dumbest people. ,1
2469,"what makes you say stuff like ""these women disgust me so much""?",0
1636,clearly women are not our equal. ,1
2684,calling women cockroaches is such a horrible thing to do. ,0
1706,we must not let any woman live. ,1
1839,we must never condone the killing of any woman,0
2294,seeing women in government makes me so proud. ,0
1860,let's not stand by while women are getting murdered. ,0
961,too many whores in this country. ,1
7,i really can't stand women like you. ,1
1083,"vibe check, i'm still the prettiest bitch. ",0
224,only women are that violent and cruel. ,1
770,those kinds of women ought to be executed. ,1
3516,too many b i t c h e s in this country. ,1
1776,i never said that women are scum. ,0
777,if only someone would strangle those women. ,1
238,no one else is as filthy as these women. ,1
2490,"i will not tolerate posts like ""women are absolutely despicable"" in my timeline. ",0
2105,"personally, i think we should just hang all these women. ",1
3334,typical whorebehaviour. ,1
1594,we're talking about women here. they can't help themselves but be complete dickheads. ,1
3024,you and all other women are a plageu to society. ,1
3351,too manysluts in this country. ,1
2628,"writing that ""all women are such massive scumbags"" does not reflect well on you. ",0
119,you and all the other women in this country make me boil with anger. ,1
3517,too many s l u t s in this country. ,1
574,i really am just going to murder that woman. ,1
3417,women with any power are a t h r e a t to civilisation. ,1
2287,these women make me so happy. ,0
679,i'll slaughter any woman like you. ,1
182,you women are all dishonest. ,1
196,women like you are just pathetic. ,1
1221,of course that dumbass was a woman. ,1
1214,women can't help themselves but be complete dickheads. ,1
63,i feel nothing but contempt for women. ,1
504,putting a woman in charge is the biggest mistake anyone can make. ,1
2147,i live with two women. ,0
105,women who think they are my equal fill me with so much rage. ,1
2392,i'm going to hug a woman tomorrow. ,0
588,i am going to make those women suffer. ,1
1151,"by nature, women are just shitty human beings. ",1
749,it would be best to just drown those kinds of women. ,1
2259,my manager is also a woman. ,0
999,my friend's bitch is not like other dogs. she hates going for walks. ,0
1629,of course human rights should not apply to women. ,1
490,it baffles me why people care even the slightest about the lives of women. ,1
3382,i h a t e women. ,1
2476,"if i see a comment like ""you women make me sick"", i will report it. ",0
77,women are the absolute worst. ,1
1643,women are not worthy of living like other humans. ,1
2182,are there any women on your course?,0
2441,we should look up to these women. ,0
14,i despise women. ,1
1391,women like you should know that your lives are worthless. ,1
2112,"in my view, those kinds of women ought to be executed. ",1
483,i don't see any difference between a dead rat and a dead woman. ,1
2755,"if you're telling women to go fuck themselves, don't expect them to respect you. ",0
1965,why don't we just get rid of women once and for all?,1
1004,we spent the afternoon hoeing the vegetable patch. ,0
1867,no woman ought to be executed. ,0
3290,that is fitting for femalevermin like you. ,1
2597,"he said this was ""typical slut behaviour"", which shows how bigoted he is. ",0
1937,why do people not recognise that female lives are worth absolutely nothing?,1
287,women are worthless dirt. ,1
1200,all women are such massive scumbags. ,1
42,i have so much disdain for these women. ,1
3318,we should just hangall these women. ,1
2273,i love women. ,0
602,i'll have to rape a woman today. ,1
420,women belong in a zoo. ,1
189,all women like them are vile. ,1
3466,"in a just world, those women would all be d e a d. ",1
1087,sending so much love to all my bad bitches out there. ,0
1993,where is the error in thinking that female lives aren't worth shit?,1
2252,the ceo of that company is a woman. ,0
2596,"he said this was ""typical bitch behaviour"", which shows how bigoted he is. ",0
3003,only women can be so ignoratn. ,1
1811,we should not allow for any woman to be raped. ,0
301,you are nothing but common female trash. ,1
3611,you and all other w0men are a plague to society. ,1
2525,"you deserve to be in prison for threats like ""i'll have to rape a woman today"". ",0
1608,"by their nature, women are never attractive. ",1
56,so sick of being around women like you. ,1
518,never trust a single word said by a woman. ,1
870,just another common slut. ,1
1130,most women are seriously fucked in the head. ,1
2975,disgutsed by all the women around here. ,1
2413,i'm going to help out a woman tomorrow. ,0
1193,most women are absolute bastards. ,1
3115,there is nothing worse than a womn. ,1
2378,women belong in our government. ,0
672,death to all women. ,1
3304,deathto all women. ,1
888,they are just a bunch of sluts. ,1
1881,is it easy to tell that i am disgusted by all the women around here?,1
1002,i keep two garden hoes out in my tool shed. ,0
1000,female canines are called bitches. ,0
1426,"if women like you refuse to fit in, they should suffer for it. ",1
1078,did you forget who i am? i'm a boss bitch. ,0
686,that woman will die a horrible death at my hands. ,1
2224,three women were elected to parliament today. ,0
1102,all women should fuck off forever. ,1
1074,i'm the bitch you wish you could be. ,0
3679,typical slu7 behaviour. ,1
2518,"""women are a cancer"" is such a dehumanising thing to say. ",0
3199,women should all be killd. ,1
476,we should test new drugs on women before testing them on animals. ,1
3541,most w o m e n are seriously fucked in the head. ,1
2350,women are wonderful beings. ,0
2621,"obvious hate like ""female lives aren't worth shit"" will thankfully get you banned. ",0
392,women are a cancer. ,1
3480,you are nothing but a b i t c h. ,1
1328,i have met many women and i hate every single one of them. ,1
2738,why would you think it's okay to call me a slut?,0
3129,womn like you are repugnant. ,1
1587,they are all complete assholes. needless to say they are women. ,1
1741,let me be clear: i don't hate women. ,0
2245,we do not cover a lot of female authors. ,0
2371,you and all the other women are a blessing to society. ,0
3241,ihate women,1
3576,you w0men are all dishonest. ,1
871,just another common whore. ,1
3498,typical b i t c h behaviour. ,1
1079,i refuse to be sad when i'm a pretty bitch. ,0
1475,i don't understand why you'd like women. everything about them disgusts me so much. ,1
1874,is it not obvious that i hate women?,1
3262,women are just sosickening. ,1
2642,we have to call out the open hatred for women in our society. ,0
