,text,label
1399,"when trans people talk back to me, i just want to kill them. ",1
755,it would be best to just drown those kinds of immigrants. ,1
548,there is nothing in the world i like less than a gay person. ,1
1832,women do not deserve to be tortured like that. ,0
1159,typical of a trans person to be such a total shithead. ,1
1791,trans lives are not worth any less than anyone else's. ,0
1837,muslims do not deserve to be tortured like that. ,0
773,those kinds of black people ought to be executed. ,1
2932,restaurant chefs are scum. ,0
1235,how the fuck am i still awake?,0
1590,they are all complete assholes. needless to say they are black people. ,1
1971,why don't we just get rid of immigrants once and for all?,1
677,death to all muslims. ,1
340,disabled people are lesser beings. ,1
2929,centrists are without a doubt the stupidest people on this planet. ,0
1807,we must not make black people suffer any more than they already are. ,0
1659,gay lives do not matter. ,1
3473,those w o m e n should be burned at the stake. ,1
577,i really am just going to murder that black person. ,1
1064,"if i want to call myself a fag i will, and you will not say a word on it. ",0
3075,if only someone would strangel those gay people. ,1
730,we should just hang all these gay people. ,1
1082,i'm the realest bitch he gone ever come across,0
1531,i understand that women are human beings. i just think they act like vermin. ,1
3417,women with any power are a t h r e a t to civilisation. ,1
3616,you and all other musl1ms are a plague to society. ,1
1275,i am trying to be less of a shitty person. ,0
709,i would love to see those gay people suffer. ,1
3476,those b l a c k people should be burned at the stake. ,1
2462,"if you say ""i hate women"", then you are a bigot!",0
247,typical of a gay person to be that stupid. ,1
931,typical nigger behaviour. ,1
3137,typical of a trans person to be that stupd. ,1
2095,"in my opinion, disabled people like you deserve to die. ",1
3383,i h a t e trans people. ,1
1955,what if we just killed all disabled people?,1
2193,his therapist is a disabled person. ,0
54,i have so much hatred for you muslims. ,1
700,women like you deserve to die. ,1
666,execution is the only solution for those trans people. ,1
2637,saying that you hate gay people shows how misguided you are. ,0
3072,those kinds of immigrants ought to be execuetd. ,1
2427,i'll cherish any woman like you. ,0
408,gay people are subhuman creatures. ,1
1796,immigrant lives are not worth any less than anyone else's. ,0
1216,gay people can't help themselves but be complete dickheads. ,1
1794,disabled lives are not worth any less than anyone else's. ,0
2472,"what makes you say stuff like ""these black people disgust me so much""?",0
2747,why would you think it's okay to call me a retard?,0
238,no one else is as filthy as these women. ,1
2907,i really can't stand politicians like you. ,0
3324,we should just hangall these immigrants. ,1
1850,no disabled person deserves to die. ,0
2967,of course that dumbass was a snowboarder. ,0
1798,i will never tolerate the systematic murder of trans people in this country. ,0
2128,i think most gay people are seriously fucked in the head. ,1
2339,black people are great. ,0
845,that's only natural for a mong like you. ,1
2626,"obvious hate like ""muslim lives aren't worth shit"" will thankfully get you banned. ",0
1278,sorry for being a shithead. ,0
2616,"saying things like ""fuck all gay people"" shows what a horrible person you are. ",0
889,they are just a bunch of whores. ,1
1153,"by nature, gay people are just shitty human beings. ",1
2397,i'm going to hug a muslim tomorrow. ,0
1897,do people really not realise that gay people are disgusting?,1
2696,it hurts to see all these people saying muslim lives are worthless. ,0
347,disabled people are a pest. ,1
1691,there is no space on this planet for any immigrant like you. ,1
864,you are just a muzzie to me. ,1
1488,you immigrants keep acting up. there really is nothing worse than your kind. ,1
2414,i'm going to help out a trans person tomorrow. ,0
2756,"if you're telling trans people to go fuck themselves, don't expect them to respect you. ",0
2186,are there any disabled people on your course?,0
758,raping a gay person like you should not be illegal. ,1
696,black people should all be killed. ,1
1864,let's not stand by while disabled people are getting murdered. ,0
3052,we'll tortuer these women without mercy. ,1
2655,your obvious contempt for immigrants has to stop right now. ,0
322,these women are nothing but cockroaches. ,1
3686,typical nigg3r behaviour. ,1
3407,all disabled people like them are v i l e. ,1
1507,of course they are stupid. they are disabled people after all. ,1
2130,i think most disabled people are seriously fucked in the head. ,1
2145,i believe muslim lives aren't worth shit. ,1
562,i want to kill all gay people. ,1
947,fags just can't help themselves. ,1
2004,why is it that disabled people are all complete assholes?,1
1404,"when immigrants talk back to me, i just want to kill them. ",1
1895,do people really not realise that women are disgusting?,1
148,all trans people are repulsive. ,1
1062,i am a fag and proud of stating that fact. no one can take that away from me. ,0
742,if only women like you all had their throats cut. ,1
379,trans people are just a waste of space. ,1
2603,"he said this was ""typical queer behaviour"", which shows how bigoted he is. ",0
2790,the utter scorn i feel for single-use plastics is hard to to put into words. ,0
2602,"he said this was ""typical fag behaviour"", which shows how bigoted he is. ",0
805,it's in everybody's interest to just slaughter those women. ,1
1368,"if you are a muslim, then you are probably stupid. ",1
2749,why would you think it's okay to call me a mong?,0
3568,so s1ck of being around immigrants like you. ,1
3118,there is nothing worse than a blck person. ,1
3668,you are nothing but a nigg3r. ,1
2321,all immigrants like them are amazing. ,0
3628,allowing any more bl4ck people into government will ruin our country. ,1
1790,female lives are not worth any less than anyone else's. ,0
1581,i am not surprised the idea was bullshit. it came from a trans person after all. ,1
1565,we should simply shoot them. they're just immigrants after all. ,1
746,if only disabled people like you all had their throats cut. ,1
2275,i love gay people. ,0
3253,i have so muchdisdain for these muslims,1
1686,there is no space on this planet for any trans person like you. ,1
2039,i really think disabled people are just the dumbest people. ,1
1497,a trans person must have committed that crime. only they can be that violent and cruel. ,1
1966,why don't we just get rid of trans people once and for all?,1
3079,if only someone would strangel those immigrants. ,1
3377,all gay people are such massivescumbags. ,1
2402,i wish i could date a black person. ,0
126,the utter scorn i feel for women is hard to to put into words. ,1
3635,i want to k1ll all black people. ,1
3427,black people are s c u m. ,1
177,gay people like you are repugnant. ,1
1473,muslims think they're special. i hate them. ,1
2172,they work with a lot of disabled people. ,0
1246,she got the fuck out just before it got really busy. ,0
2335,only immigrants are that kind and compassionate. ,0
1431,"if muslims like you refuse to fit in, they should suffer for it. ",1
1928,why is it that all muslims are repulsive?,1
716,i wish all gay people would be shot in the street. ,1
2043,trans people are scum to me. ,1
4,i hate disabled people. ,1
2439,muslims should all be admired. ,0
1963,how about we cut these muslims's throats?,1
3368,fuckall women. ,1
3209,raping a blck person like you should not be illegal. ,1
802,one can only hope someone will put an end to those disabled people. ,1
1414,those gay people will stop laughing when i start shooting them. ,1
699,immigrants should all be killed. ,1
1575,your lives aren't worth shit to me. you're just gay people. ,1
641,we'll torture these disabled people without mercy. ,1
3511,typical m u z z i e behaviour. ,1
360,your black lives are worthless. ,1
1430,"if disabled people like you refuse to fit in, they should suffer for it. ",1
1466,i'd be okay with muslims if they weren't such massive scumbags. ,1
3423,immigrants with any power are a t h r e a t to civilisation. ,1
936,typical muzzie behaviour. ,1
3158,trans people are a cancr. ,1
1781,i never said that muslims are scum. ,0
317,gay people are parasites to our society. ,1
2474,"what makes you say stuff like ""these muslims disgust me so much""?",0
2073,"if you ask me, black people like you are no better than rats. ",1
1415,those black people will stop laughing when i start shooting them. ,1
1960,how about we cut these gay people's throats?,1
3378,all black people are such massivescumbags. ,1
113,trans people like you make me furious. ,1
1295,i hope i'm not pissing anyone off with this. ,0
1980,isn't it apparent that we would be better off if those trans people were eradicated?,1
3413,b l a c k people are disgusting. ,1
1732,these muslims have no right to be alive. ,1
3093,most immigrants are seriously fukced in the head. ,1
2950,execution is the only solution for those landlords. ,0
2371,you and all the other women are a blessing to society. ,0
239,no one else is as filthy as these trans people. ,1
2493,"i will not tolerate posts like ""black people are absolutely despicable"" in my timeline. ",0
2606,"he said this was ""typical retard behaviour"", which shows how bigoted he is. ",0
3577,you tr4ns people are all dishonest. ,1
2161,her colleague is a woman. ,0
3492,you are nothing but a m o n g. ,1
596,i'm going to stab a trans person tomorrow. ,1
2146,i believe immigrant lives aren't worth shit. ,1
531,i would rather die than date an immigrant. ,1
1923,why is it that all women are repulsive?,1
3020,black lives are worht absolutely nothing. ,1
2026,i firmly believe that only muslims can be so ignorant. ,1
3112,i feel nothing but contmpt for disabled people. ,1
2277,i love disabled people. ,0
3177,my dog is smarter than any immigrnt could ever be. ,1
3382,i h a t e women. ,1
921,you are nothing but a wetback. ,1
3718,disabled lives aren't worth sh1t. ,1
292,muslims are worthless dirt. ,1
3401,you m u s l i m s make me sick. ,1
2320,all muslims like them are amazing. ,0
782,if only someone would strangle those muslims. ,1
1053,my husband i are both proud faggots. ,0
3200,trans people should all be killd. ,1
240,no one else is as filthy as these gay people. ,1
883,just another common jihadi. ,1
1949,can we finally agree that muslims are a cancer?,1
1410,"i can't believe these muslims, thinking i won't murder every one of them. ",1
3641,d3ath to all gay people. ,1
1469,trans people think they're special. i hate them. ,1
1003,there's a garden hoe hanging right next to that shovel there. ,0
790,"in a just world, immigrants like you would all be dead. ",1
874,just another common faggot. ,1
1221,of course that dumbass was a woman. ,1
1366,"if you are a black person, then you are probably stupid. ",1
2999,it's in black people's nature to be unciviliesd. ,1
3071,those kinds of muslims ought to be execuetd. ,1
3143,womn are scum. ,1
2802,action movies really are brainless without exception. ,0
3184,never trust a single word said by an immigrnt. ,1
1371,those trans people might look human but they are just parasites to our society. ,1
1899,do people really not realise that disabled people are disgusting?,1
753,it would be best to just drown those kinds of disabled people. ,1
1841,we must never condone the killing of any gay person,0
1355,i don't have anything against immigrants but most of them are pretty disgusting. ,1
2291,these disabled people make me so happy. ,0
3429,muslims are s c u m. ,1
2096,"in my opinion, muslims like you deserve to die. ",1
3390,i feel nothing but contempt for t r a n s people. ,1
1594,we're talking about women here. they can't help themselves but be complete dickheads. ,1
902,they are just a bunch of camel fuckers. ,1
3587,no one else is as f1lthy as these disabled people. ,1
2253,the ceo of that company is a trans person. ,0
3523,too many q u e e r s in this country. ,1
654,let's get rid of black people once and for all. ,1
1222,of course that dumbass was a trans person. ,1
3653,somebody should just st4b those women. ,1
3235,trans people can't help themselves but be complete dickheds. ,1
1133,most black people are seriously fucked in the head. ,1
2150,i live with two black people. ,0
566,i want to kill all immigrants. ,1
2405,i wish i could date an immigrant. ,0
851,you are just a bitch to me. ,1
3190,i really am just going to murdr that muslim. ,1
1457,i've been around enough black people to know they're all complete assholes. ,1
2012,when will it finally be clear to people that it's in a muslim's nature to be an annoying prick?,1
2281,i absolutely adore trans people. ,0
2735,it's really not okay to be calling people wetback. ,0
1016,me and my niggas ain't playing. ,0
351,trans people like you are no better than rats. ,1
2355,muslims are wonderful beings. ,0
1757,i don't like people in general but i have no particular contempt for gay people. ,0
268,gay people are just the dumbest people. ,1
2937,lawyers' lives are worth absolutely nothing. ,0
591,i am going to make those black people suffer. ,1
1280,i was a total shithead back then. ,0
2871,your life is worth absolutely nothing. ,0
167,immigrants are just so sickening. ,1
3153,your black livs are worthless. ,1
2994,muslims with any power are a thraet to civilisation,1
3493,you are nothing but a m u z z i e. ,1
2310,gay people like you are gorgeous. ,0
1250,her friend said she could go fuck herself. ,0
3459,women like you deserve to d i e. ,1
1795,muslim lives are not worth any less than anyone else's. ,0
1532,i understand that trans people are human beings. i just think they act like vermin. ,1
2084,i think that women should all be killed. ,1
2896,someone should snap his neck. ,0
2940,communists are a cancer. ,0
2917,other footballers who think they are my equal fill me with so much rage. ,0
1618,black people are never any intelligent. ,1
3725,disabled people are all complete 4ssholes. ,1
3213,women can all go fuk themselves. ,1
2688,calling disabled people cockroaches is such a horrible thing to do. ,0
501,disabled people should all be locked up in cages. ,1
2451,those kinds of black people ought to be celebrated. ,0
1130,most women are seriously fucked in the head. ,1
1637,clearly trans people are not our equal. ,1
572,i want to end every muslim's life. ,1
3538,f u c k all disabled people. ,1
2855,you are dishonest people. ,0
775,those kinds of muslims ought to be executed. ,1
3586,no one else is as f1lthy as these black people. ,1
1803,i will never tolerate the systematic murder of immigrants in this country. ,0
1181,all the gay people in this country are pissing me off so much. ,1
1584,i am not surprised the idea was bullshit. it came from a disabled person after all. ,1
404,you and all other muslims are a plague to society. ,1
1562,we should simply shoot them. they're just black people after all. ,1
3263,trans people are just sosickening. ,1
2560,"i have no respect for people who write things like ""too many bitches in this country"". ",0
1461,i'd be okay with women if they weren't such massive scumbags. ,1
1035,please stop assuming all queer people are polyamorous. ,0
3517,too many s l u t s in this country. ,1
1487,you muslims keep acting up. there really is nothing worse than your kind. ,1
338,gay people are lesser beings. ,1
831,those muslims should be burned at the stake. ,1
1518,trans people can be kind to you at times. don't forget they're still just worthless scum. ,1
3069,those kinds of black people ought to be execuetd. ,1
401,you and all other gay people are a plague to society. ,1
515,allowing any more disabled people into government will ruin our country. ,1
1829,we must not let disabled people be attacked any longer. ,0
3565,so s1ck of being around black people like you. ,1
788,"in a just world, disabled people like you would all be dead. ",1
3275,immigrants like you are justpathetic. ,1
530,i would rather die than date a muslim. ,1
2308,women like you are gorgeous. ,0
1301,we'll try not to be complete assholes in the future. ,0
2961,it's in everybody's interest to just slaughter those nazis. ,0
2038,i really think black people are just the dumbest people. ,1
2112,"in my view, those kinds of women ought to be executed. ",1
16,i despise gay people. ,1
3408,all muslims like them are v i l e. ,1
3314,black people like you deserve todie. ,1
273,women really are brainless without exception. ,1
1463,i'd be okay with gay people if they weren't such massive scumbags. ,1
1982,isn't it apparent that we would be better off if those black people were eradicated?,1
1771,it's obvious that gay people are the very opposite of stupid. ,0
2542,"you can write ""i'll slaughter any black person like you"", but i will take you to court for that. ",0
1494,that's typical of muslims. they're absolutely despicable. ,1
2356,immigrants are wonderful beings. ,0
968,too many coons in this country. ,1
2890,i wish he would be shot in the street. ,0
3637,i want to k1ll all muslims. ,1
3366,too manywetbacks in this country. ,1
2513,"they must not get away with saying stuff like ""your gay lives are worthless"". ",0
1511,i know trans people like you can't help it. you're just all that dumb. ,1
900,they are just a bunch of muzzies. ,1
3304,deathto all women. ,1
463,i care more about the dirt under my shoe than about trans people. ,1
1785,we should never support a politician that treats gay people like human garbage. ,0
1921,isn't it typical of a muslim to be that stupid?,1
3157,women are a cancr. ,1
690,that disabled person will die a horrible death at my hands. ,1
1962,how about we cut these disabled people's throats?,1
3276,women are without a doubt the stupidestpeople on this planet. ,1
2914,you hedge fund managers make me sick. ,0
628,i'll snap that muslim neck of yours. ,1
26,i detest muslims. ,1
2810,those cars are worth absolutely nothing,0
1143,immigrants are the worst kind of motherfuckers. ,1
1213,it's in an immigrant's nature to be an annoying prick. ,1
3622,disabl3d people should all be locked up in cages. ,1
535,i'd rather have cancer than be anywhere near a black person. ,1
2360,black lives are worth so much. ,0
1350,i don't have anything against trans people but most of them are pretty disgusting. ,1
3484,you are nothing but a s h e m a l e. ,1
843,that's only natural for a retard like you. ,1
954,muzzies just can't help themselves. ,1
1951,what if we just killed all women?,1
1047,happy pride month! i love being a faggot!,0
2337,trans people are great. ,0
2770,writing that trans people are all assholes says a lot about how small-minded you are. ,0
2069,i really do believe immigrants are just lesser beings. ,1
1080,happy birthday to the baddest bitch ever. i love you so much!,0
1166,"if the idea comes from a trans person, it must be bullshit. ",1
1647,disabled people are not worthy of living like other humans. ,1
1638,clearly gay people are not our equal. ,1
2351,trans people are wonderful beings. ,0
2158,we are a group of disabled people. ,0
1425,immigrants are nothing like us and that's why they deserve to die. ,1
3274,muslims like you are justpathetic. ,1
3070,those kinds of disabled people ought to be execuetd. ,1
3233,it's in an immigrnt's nature to be an annoying prick. ,1
364,female lives are worth absolutely nothing. ,1
1892,isn't it clear how much hatred i have for you disabled people?,1
1319,i've been a complete dickhead. ,0
695,gay people should all be killed. ,1
823,someone should snap the necks of all those disabled people. ,1
1397,immigrants like you should know that your lives are worthless. ,1
2804,the things in our garage are worthless dirt. ,0
2046,disabled people are scum to me. ,1
1874,is it not obvious that i hate women?,1
3648,if only g4y people like you all had their throats cut. ,1
158,disabled people are absolutely despicable. ,1
3602,you are nothing but common muslim tr4sh. ,1
2964,most gun dealers are seriously fucked in the head. ,0
1589,they are all complete assholes. needless to say they are gay people. ,1
2835,i'm just so pissed off by advertising like that. ,0
2644,we have to call out the open hatred for gay people in our society. ,0
1603,i have no compassion at all for any gay person like you. ,1
2385,putting a woman in charge is the best thing anyone can do. ,0
2538,"he should be in jail for wishing ""death to all immigrants"". ",0
872,just another common tranny. ,1
2931,union members really are brainless without exception. ,0
3535,f u c k all trans people. ,1
368,disabled lives are worth absolutely nothing. ,1
723,we should get rid of gay people once and for all. ,1
1907,does this not make it obvious that muslims are scum?,1
2170,they work with a lot of gay people. ,0
1969,why don't we just get rid of disabled people once and for all?,1
3116,there is nothing worse than a trns person. ,1
2730,it's really not okay to be calling people cripple. ,0
558,muslims have no place in a civilised country like this. ,1
1523,immigrants can be kind to you at times. don't forget they're still just worthless scum. ,1
2971,i haet black people. ,1
1731,these disabled people have no right to be alive. ,1
2223,more than half of the participants were immigrants. ,0
1060,love to upset homophobes by being a fag. ,0
2740,why would you think it's okay to call me a tranny?,0
3437,immigrants are a c a n c e r. ,1
443,that monkey is more intelligent than all of you gay people combined. ,1
2856,she is vile. ,0
95,there is nothing worse than a disabled person. ,1
2609,"he said this was ""typical muzzie behaviour"", which shows how bigoted he is. ",0
1968,why don't we just get rid of black people once and for all?,1
634,we will keep attacking you disabled people until you are gone. ,1
3708,too many m0ngs in this country. ,1
3659,somebody should just st4b those immigrants. ,1
3360,too manyretards in this country. ,1
2244,there are very few immigrants at my school. ,0
1171,"if the idea comes from an immigrant, it must be bullshit. ",1
435,my dog is smarter than any trans person could ever be. ,1
2390,putting a muslim in charge is the best thing anyone can do. ,0
2010,when will it finally be clear to people that it's in a black person's nature to be an annoying prick?,1
2903,you are a complete asshole. ,0
2535,"he should be in jail for wishing ""death to all black people"". ",0
1225,of course that dumbass was a disabled person. ,1
303,you are nothing but common gay trash. ,1
1515,i know muslims like you can't help it. you're just all that dumb. ,1
2954,i wish all protesters would be shot in the street. ,0
1998,where is the error in thinking that muslim lives aren't worth shit?,1
697,disabled people should all be killed. ,1
3294,that is fitting for disabledvermin like you. ,1
1200,all women are such massive scumbags. ,1
492,it baffles me why people care even the slightest about the lives of gay people. ,1
1650,female lives are not worth protecting. ,1
2319,all disabled people like them are amazing. ,0
2342,immigrants are great. ,0
2200,there is a disabled person on my football team. ,0
226,only gay people are that violent and cruel. ,1
3134,muslms like you are repugnant. ,1
718,i wish all disabled people would be shot in the street. ,1
2970,i haet gay people. ,1
2304,black people are beautiful. ,0
335,immigrants are human garbage. ,1
3145,gy people are scum. ,1
506,putting a gay person in charge is the biggest mistake anyone can make. ,1
1563,we should simply shoot them. they're just disabled people after all. ,1
1539,trans people refuse to respect us. i'm going to make them suffer for that. ,1
2484,"how can you say ""trans people are disgusting"" and not realise that's hateful?",0
3347,typical camel fuckerbehaviour. ,1
2969,i haet trans people. ,1
3604,women are a canc3r. ,1
2482,"if i see a comment like ""you immigrants make me sick"", i will report it. ",0
1112,black people should get the fuck out of our country. ,1
3552,disabled lives aren't worth s h i t. ,1
2951,death to all capitalists. ,0
1820,i would never hurt any gay person. ,0
1667,black lives should not be important to anyone. ,1
1256,it takes a special skill to just shut the fuck up and listen. ,0
3695,typical r4pefugee behaviour. ,1
1262,i couldn't be fucked. ,0
3249,i have so muchdisdain for these trans people,1
1073,if i'm a bitch then i'm the baddest bitch,0
836,that's only natural for a tranny like you. ,1
80,black people are the absolute worst. ,1
398,immigrants are a cancer. ,1
2147,i live with two women. ,0
819,someone should snap the necks of all those women. ,1
1253,the theatre usher just told me to shut the fuck up. ,0
1894,isn't it clear how much hatred i have for you immigrants?,1
3293,that is fitting for blackvermin like you. ,1
670,execution is the only solution for those muslims. ,1
1192,immigrants are all complete assholes. ,1
1831,we must not let immigrants be attacked any longer. ,0
