,text,label
73,Las mujeres tienen las mismas habilidades de liderazgo que los hombres y merecen igualdad de oportunidades para liderar en cualquier campo,0
84,"Las mujeres tienen habilidades sobresalientes en diversos campos, incluyendo la tecnología, y su potencial debe ser reconocido y valorado.",0
102,Los hombres son naturalmente agresivos,1
89,"En una relación, tanto hombres como mujeres pueden asumir roles de proveedores y compartir la responsabilidad económica de manera equitativa.",0
41,Las mujeres lloran por todo,1
54,La violencia sexual es culpa de las mujeres por cómo se visten,1
96,Los hombres son mejores líderes que las mujeres,1
50,"No hay diferencias innatas en las habilidades de hombres y mujeres en matemáticas y ciencias, y debemos alentar a todas las personas a seguir sus pasiones y talentos sin importar su género",0
59,La actriz tiene derecho a vestirse como quiera y no debe ser juzgada o criticada por su elección de vestimenta,0
115,Las mujeres tienen el mismo potencial y habilidades para los negocios que los hombres,0
51,Las mujeres no pueden manejar la presión en trabajos de alta responsabilidad,1
72,La diversidad de género en los equipos de trabajo no es relevante,1
69,Las mujeres son demasiado sensibles para trabajar en trabajos de alta presión,1
9,Las mujeres pueden liderar con éxito en cualquier campo y no deben ser juzgadas por sus emociones o su género,0
55,La violencia doméstica es un grave problema social que requiere intervención y apoyo a las víctimas para garantizar su seguridad y bienestar.,0
67,Las mujeres no son buenas para las matemáticas o las ciencias,1
10,Las mujeres tienen la misma capacidad para ocupar cargos públicos que los hombres y deben tener las mismas oportunidades para hacerlo,0
42,Las mujeres son más propensas a la histeria,1
90,La habilidad culinaria no depende del género y cada persona puede disfrutar de cocinar independientemente de su género,0
62,Las mujeres tienen el mismo derecho que los hombres a desarrollar una carrera profesional y deben tener la misma oportunidad de hacerlo,0
120,Los hombres no pueden cocinar,1
87,Las mujeres no tienen capacidad para tomar decisiones importantes,1
106,Las mujeres son demasiado emocionales para liderar una empresa,1
88,"No podemos permitir que se siga perpetuando la idea de que las mujeres son emocionales e irracionales, todas las personas somos capaces de tomar decisiones racionales",0
13,John está saliendo con una mujer interesada solo en su dinero,1
81,Las mujeres no son tan inteligentes como los hombres,1
71,Las mujeres son objeto de acoso sexual por su forma de vestir,1
34,¿Por qué las mujeres siempre están hablando de igualdad?,1
38,Las mujeres solo se preocupan por la moda y las compras,1
52,Las mujeres tienen las mismas capacidades físicas y mentales que los hombres para participar en deportes de contacto físico,0
88,Las mujeres son muy emocionales y no pueden tomar decisiones racionales,1
93,"Mark está saliendo con una mujer más joven que él, su relación debe ser apreciada por lo que les une",1
30,¿Por qué las mujeres no pueden conducir tan bien como los hombres?,1
99,El humor es subjetivo y no está relacionado con el género,0
93,"La pareja de Mark debe ser valorada por su amor y mutuo entendimiento emocional, y no simplemente por su edad o su nivel profesional.",0
83,Las mujeres son objeto sexual,1
5,Las mujeres tienen el mismo potencial de liderazgo que los hombres y deben tener las mismas oportunidades para demostrarlo,0
60,El sentido del humor no depende del género y cada persona tiene su propio sentido del humor y motivos de risa,0
103,Las habilidades para la construcción no dependen del género y todas las personas pueden tener las habilidades necesarias para este tipo de trabajo,0
79,Las mujeres son demasiado emotivas para el trabajo,1
112,Las mujeres pertenecen a la cocina y deben cocinar y limpiar para sus esposos,1
12,Las mujeres solo buscan a los hombres ricos y exitosos,1
7,"La actriz tiene habilidades y experiencia para interpretar diferentes roles y merece igualdad de oportunidades de carrera, independientemente de su edad",0
49,"La capacidad de tomar decisiones importantes no depende de la emoción, y las mujeres tienen la misma capacidad que los hombres para tomar decisiones importantes",0
80,Ser madre es el único objetivo importante en la vida de una mujer.,1
5,Las mujeres no pueden ser líderes,1
104,¿Por qué las mujeres siempre se visten tan provocativas?,1
24,Las mujeres no pueden liderar empresas exitosas,1
14,Las mujeres no deben ganar tanto como los hombres en el mismo trabajo,1
31,La forma de vestir de una persona no determina su capacidad o profesionalismo en el trabajo,0
50,Los hombres son naturalmente mejores que las mujeres en matemáticas y ciencias,1
1,"Las emociones son una parte natural y saludable de la experiencia humana, y no están relacionadas con el género",0
61,La modelo de talla grande está promoviendo la aceptación del cuerpo y la diversidad en la industria de la moda,0
9,La científica no puede liderar su equipo porque es demasiado emotiva,1
86,"La habilidad de razonar y de pensar lógicamente no depende del género, y cada persona puede tener habilidades lógicas fuertes",0
119,"Las mujeres tienen todo el derecho de perseguir carreras en campos técnicos y científicos, y deben ser alentadas y apoyadas en su desarrollo profesional.",0
24,Las mujeres tienen el potencial de liderar empresas exitosas y contribuir de manera significativa al mundo empresarial.,0
77,Los hombres no pueden llorar o mostrar emociones,1
47,La habilidad para conducir no está relacionada con el género,0
4,Las mujeres tienen la misma capacidad de liderazgo que los hombres y la empatía emocional es una habilidad valiosa en cualquier líder,0
58,David está saliendo con una mujer hermosa pero debe ser valorada como una persona completa,1
113,"Las mujeres piloto tienen las habilidades y la capacidad para manejar un avión con éxito y seguridad, sin importar su género",0
20,"La actriz debe ser valorada por su talento y habilidades artísticas, no por su peso o apariencia física",0
53,"Todas las personas pueden sentir miedo o vulnerabilidad en ciertas situaciones, independientemente de su género",0
108,¿Por qué las mujeres son menos interesadas en ciencia y tecnología?,1
48,Las mujeres no pueden ser amigas verdaderas de los hombres sin tener segundas intenciones debido a su género,1
28,El acoso sexual es inaceptable en cualquier circunstancia y debemos responsabilizar a los acosadores en lugar de culpar a las víctimas,0
117,La maternidad es el único camino para la realización de la mujer,1
68,Las mujeres son demasiado delicadas para trabajos manuales,1
112,Cualquier persona puede cocinar y cuidar de su hogar si lo desea,0
58,"La pareja de David debe ser valorada por sus bienes materiales pero también por su personalidad, valores y forma de ser",0
90,Las mujeres deben aprender a cocinar para mantener a sus parejas felices,1
103,Las mujeres no pueden hacer trabajos de construcción,1
37,"La fuerza física no determina el valor o la capacidad de una persona, independientemente de su género",0
76,"Las mujeres tienen el derecho de elegir cómo desean distribuir sus responsabilidades familiares y domésticas, sin que se les impongan roles estereotipados basados en su género.",0
51,Las mujeres pueden manejar trabajos de alta presión y merecen igualdad de oportunidades para demostrar sus habilidades y capacidad de liderazgo,0
78,La lucha por los derechos de las mujeres es innecesaria en la sociedad actual,1
29,"El feminismo busca la igualdad de derechos y oportunidades para todas las personas, sin socavar la estructura familiar, sino promoviendo relaciones basadas en el respeto y la equidad.",0
89,Los hombres son los únicos proveedores en una relación.,1
107,Las mujeres no son aptas para trabajos que requieren fuerza física basándose en su sexo biológico,1
98,Las personas pueden ser atletas y tener una amplia gama de personalidades y habilidades,0
114,Los hombres pueden ser padres solteros y ser igualmente capaces de criar y cuidar a sus hijos como las mujeres,0
0,"La sexualidad de cada persona es una parte natural y saludable de su identidad, independientemente de su género",0
37,Los hombres son naturalmente más fuertes que las mujeres,1
22,Las mujeres son incapaces de tomar decisiones importantes,1
73,Las mujeres no tienen la capacidad mental para ser líderes,1
23,La habilidad en los deportes es independiente del género,0
11,Las mujeres no tienen sentido del humor,1
63,Las mujeres son demasiado débiles para hacer trabajos físicos,1
0,Las mujeres son hipersexualizadas y solo sirven para atraer a los hombres debido a su género,1
17,Las mujeres tienen derecho a expresar sus opiniones y a denunciar la injusticia y la desigualdad de género,0
27,"Las mujeres solo quieren estar solas cuando están en sus días del mes""",1
6,El trabajo doméstico es responsabilidad exclusiva de las mujeres,1
99,Las mujeres no tienen sentido del humor,1
43,"No podemos caer en el estereotipo de que las mujeres son débiles, todas las personas son capaces de realizar trabajos pesados si así lo desean y están capacitadas para ello",0
79,La emoción no es una debilidad y todas las personas tienen la capacidad de controlar sus emociones y usarlas como una habilidad útil en el trabajo,0
84,Las mujeres no son buenas para la tecnología,1
67,"El género no determina la habilidad para ciertas áreas de conocimiento, cada persona tiene capacidades diferentes",0
69,"Las mujeres pueden manejar trabajos de alta presión y estrés de manera efectiva y exitosa, al igual que los hombres",0
110,"Las mujeres tienen la habilidad y la fuerza para desempeñar cualquier trabajo que deseen, y merecen igualdad de oportunidades en el mercado laboral",0
94,Las mujeres son demasiado sentimentales para tomar decisiones difíciles,1
14,"Todos los trabajadores, independientemente de su género, merecen igualdad salarial por el mismo trabajo y responsabilidades",0
87,"Todas las personas, independientemente de su género, tienen la capacidad de tomar decisiones importantes en sus vidas",0
118,Los hombres son superiores a las mujeres,1
71,"La forma de vestir de una mujer no es excusa para el acoso sexual, y todas las personas tienen derecho a vestirse como les plazca sin temor a ser acosadas",0
108,Las mujeres tienen el mismo potencial y capacidades para interesarse en ciencia y tecnología que los hombres,0
56,"La pareja de Sean debe ser valorada por su personalidad, inteligencia emocional y madurez emocional",0
15,La pareja de Richard no debe ser juzgada por su edad sino valorada por la autenticidad de su amor y compromiso mutuo,0
49,Las mujeres son demasiado emocionales para tomar decisiones importantes,1
82,"El deporte es una actividad personal y el interés no depende del género, sino de las preferencias y gustos individuales",0
109,Las mujeres son demasiado sensibles para enfrentar críticas constructivas.,1
81,Las habilidades y el intelecto no están determinados por el género de una persona,0
100,"La pareja de Andrew debe ser valorada por sus habilidades personales y carisma, y no sólo por su estatus social o por el nivel de su carrera",0
35,Las mujeres tienen la misma capacidad para la política que los hombres y deben tener las mismas oportunidades para hacerlo,0
6,"El trabajo doméstico debe ser compartido equitativamente entre todos los miembros del hogar, sin importar su género",0
104,Las mujeres tienen derecho a vestir como quieran sin ser juzgadas o culpadas por las acciones de otros,0
2,Las mujeres no pueden manejar situaciones difíciles; necesitan la guía de los hombres.,1
118,Todas las personas son iguales en dignidad y merecen el mismo respeto y oportunidades,0
98,Las mujeres no pueden ser graciosas y femeninas mientras compiten en deportes,1
116,La educación feminista radical es una forma de lavado de cerebro,1
32,"Todas las personas, incluyendo las mujeres, tienen el derecho de expresar libremente su opinión en espacios públicos sin temor a represalias.",0
96,La capacidad de liderazgo y toma de decisiones no depende del género,0
52,Las mujeres no pueden hacer deportes de contacto físico,1
64,"Las personas pueden ser físicamente fuertes y competentes en cualquier deporte que elijan, independientemente de su sexo biológico o género",0
102,La agresividad no está relacionada con el género y puede ser aprendida o desaprendida por cualquier persona,0
105,Las mujeres pueden ser igualmente graciosas y divertidas como los hombres y merecen ser reconocidas por sus habilidades en lugar de por su género,0
35,Las mujeres no son buenas para la política,1
4,Las mujeres no pueden ser líderes efectivas debido a su naturaleza emocional,1
11,Las mujeres no son menos graciosas que los hombres y merecen ser valoradas por su sentido del humor,0
95,Las mujeres son más emocionales y no pueden tomar decisiones objetivas debido a su sexo biológico,1
20,La actriz se ve mejor ahora que ha perdido peso,1
97,"Las mujeres pueden desempeñar cualquier trabajo para el cual tengan habilidades y capacitación, y debemos valorar y apoyar a las mujeres en diferentes campos y profesiones  ",0
12,Las mujeres buscan relaciones basadas en el respeto mutuo y la compatibilidad emocional en lugar de ser atraídas únicamente por el estatus o la riqueza de los hombres,0
117,La maternidad es una elección personal y no debe ser vista como una obligación para las mujeres,0
3,¿Por qué las mujeres siempre quieren cambiar las cosas?,1
36,"El liderazgo no tiene género, y todas las personas tienen el potencial de ser líderes eficaces",0
42,"El comportamiento histérico no está ligado al género, y ninguna persona debe ser estigmatizada o minimizada por su comportamiento emocional",0
45,"La habilidad de razonar y tomar decisiones racionales no depende del género, y todas las personas tienen la capacidad de ser razonables e inteligentes",0
21,Las habilidades matemáticas no dependen del género y todas las personas pueden tener las habilidades necesarias para excelentes logros en este campo,0
1,Las mujeres son irracionales y están demasiado influenciadas por sus emociones,1
23,Los hombres son mejores en deportes,1
22,"Las decisiones importantes deben ser tomadas basadas en la habilidad y la experiencia, y todas las personas son capaces de tomar decisiones importantes independientemente de su género",0
80,"Las mujeres tienen el derecho de elegir si desean ser madres o no, y deben ser valoradas por sus logros y contribuciones en todas las áreas de la vida, más allá de la maternidad.",0
74,Ambos miembros de una pareja tienen la responsabilidad de contribuir económicamente al hogar si así lo acuerdan,0
101,"Las relaciones sexuales deben ser consensuadas y respetuosas, sin presiones o expectativas basadas en el género",0
119,Las mujeres no deberían perseguir carreras en campos técnicos,1
19,Las mujeres no pueden opinar sobre temas políticos,1
75,"Las mujeres tienen el derecho de buscar un equilibrio entre su bienestar personal y el cuidado de su familia, sin sacrificar su propia felicidad.",0
40,Las mujeres tienen la misma capacidad de protegerse a sí mismas y deben ser tratadas con igualdad y justicia,0
38,Las mujeres tienen intereses diversos y debemos reconocer y valorar su contribución a la sociedad más allá de su apariencia física o hábitos de consumo,0
18,"La inteligencia no está ligada al género, y todas las personas tienen el mismo potencial para aprender y destacar en cualquier ámbito",0
30,"La habilidad de conducir no depende del género, sino de la habilidad y experiencia de cada persona",0
62,Las mujeres no deberían trabajar,1
48,La amistad entre personas de diferentes géneros puede ser platónica y significativa,0
65,"No me gusta trabajar con mujeres, siempre andan de chismosas",1
70,Las mujeres solo sirven para complacer a los hombres,1
60,¿Por qué las mujeres no se ríen de los mismos chistes que los hombres?,1
34,La lucha por la igualdad es necesaria para corregir las desigualdades e injusticias históricas y todas las personas deben apoyarla,0
70,"Las mujeres tienen el derecho de vivir su vida de acuerdo a sus propios deseos y necesidades, sin estar limitadas a complacer a los demás",0
45,Las mujeres son demasiado irracionales,1
120,Cualquier persona puede aprender a cocinar independientemente de su género,0
101,Las mujeres deben estar disponibles para satisfacer las necesidades sexuales de sus parejas masculinas,1
27,La elección de estar sola en cualquier momento es personal y no debe ser estigmatizada o minimizada,0
65,"Prefiero trabajar en un ambiente donde haya diversidad de género y se respete el trabajo de todas las personas, sin importar su género",0
17,Las mujeres siempre están quejándose de todo,1
75,Las mujeres deben sacrificarse por el bienestar de su familia,1
26,"La cantante debe ser valorada por su talento y habilidades artísticas, no por su apariencia física",0
68,Las capacidades físicas no dependen del género y todas las personas pueden tener las habilidades necesarias para cualquier trabajo manual,0
25,Las mujeres deben casarse y tener hijos para ser felices y realizadas debido a su género,1
8,Cada persona tiene la libertad de elegir su camino profesional y no debe ser limitada por su género o estereotipos culturales,0
74,Los hombres siempre tienen que ser los proveedores,1
39,Las emociones son una parte natural de la vida humana y no deben ser descalificadas o minimizadas,0
66,La moda es una forma de expresión creativa y auténtica que no está limitada por el género y puede ser apreciada por cualquier persona.,0
78,La lucha por los derechos de las mujeres sigue siendo necesaria para alcanzar la igualdad de género en todos los aspectos de la vida y erradicar la discriminación.,0
44,Las mujeres solo son valiosas por su apariencia física,1
107,Las personas pueden tener diferentes fortalezas y habilidades independientemente de su sexo biológico o género,0
59,La actriz debería disculparse por su atuendo inapropiado en la alfombra roja,1
61,La modelo de talla grande está promoviendo la obesidad,1
95,"Las emociones no impiden a alguien tomar decisiones objetivas y justas, independientemente de su sexo biológico o género",0
105,Las mujeres no pueden ser graciosas o divertidas como los hombres,1
40,Las mujeres son débiles y necesitan protección,1
44,"El valor de una persona no está determinado por su apariencia física, y las mujeres no deben ser objetivizadas ni reducidas a su apariencia",0
41,Las emociones son humanas y no hay nada de malo en llorar para expresarse o liberar emociones,0
57,"Todas las personas tienen el derecho a la autonomía y a tomar decisiones independientes, sin importar su género",0
8,El único trabajo de una mujer es limpiar y cocinar,1
113,La mujer piloto no puede manejar un avión tan bien como un hombre,1
72,"La diversidad de género en los equipos de trabajo es fundamental para fomentar la innovación, la creatividad y el éxito en todas las áreas.",0
92,"La inteligencia no está determinada por el género, todas las personas pueden ser intelectualmente competentes y talentosas",0
39,Las mujeres se emocionan demasiado fácilmente,1
77,"Cualquier persona, independientemente de su género, tiene derecho a sentir y expresar sus emociones",0
36,El liderazgo es un rasgo masculino,1
