text	label
Dentro das 4 linhas Bolsonaro pode usar as FFAA p enquadrar congresso/stf, voto ser impresso etc -&gt;Se o Povo✡️ MANDAR! Do Povo emana poder; q dia iremos às ruas MANDAR? Porque Bolsonaro sozinho não pode obrigar q o voto impresso; seria golpe, FFAA também não; seria golpe militar	0
Ele já havia falado em outra ocasião que o MST seria protagonista em seu governo. Escondeu o fato por medo, mas será assim, invasão de propriedade, destruição, pq eles só sabem fazer isso. MAS será no primeiro turno 🙏	0
O que fazer se a prioridade do português não era um encontro com o chefe de Estado, mas sim com um chefe de quadrilha?	0
Boa tarde deputada, porque a senhora ainda continua a usar o dinheiro dos mais pobres para pegar auxílio moradia ? o seu salário de 30 mil por mês não é o suficiente ? poderia compartilhar o motivo, visto que é uma figura pública, obrigado.	0
Não podia faltar: E o Lula né? O Lula nunca atentou contra o Estado Democrático de Direito. Nesse ano vamos varrer essa fascistada do poder...	0
Quando eu penso: é o fundo do poço, Brasília me ensina a cavar mais um pouco. Deixar crianças pobres com fome para superfaturar contratos da Codevasf.	0
Acho que devemos denunciar o PT inteiro no tribunal internacional Pq a corrupção de vcs matou muito brasileiro de fome	0
Vc tem que calar a boca DEFENSORA dos animais...quem disse que vc dita as regras...acham que são mais do que Deus??.🤔🤔🤔 pois é esse presidente foi empossado por Deus...quem tira ele dali só Deus..suas palavras são meros leroleros...Deus no.comando dO Brasil #BOLSONARO22💚	0
Triste Brasil em que seu povo insiste em cair em conversas de malandros e bandidos.	0
Doação? Pra quê? Cadê o dinheiro do Fundão do Orçamento Secreto do Cartão Corporativo ... Cadê a fiscalização do que é desviado e roubado da Educação? Sua campanha sem diretrizes e políticas para o país...mais do mesmo....	0
Eu confio à Deus a Nação Brasileira. Os militares tem honra e sempre foram confiáveis. Essa pesquisa não é confiável.	0
Se uma militante fanática fantasiada de jornalista te representa, acho difícil vc. conseguir votos do Brasil verdadeiro.	1
Uai, mais esse tiozinho esta na Itália concorrendo ao senado de lá nem aqui estará, esse é patriota? 🤣🤣🤣🤣🤣, vc apagou a primeira vergonha mais a vergonha continua. Ja o outro que vai, tem que fazer jus ao dinheiro que recebeu sem licitação	0
E cadê sua moral? Que recebe emendas sigilosas e fica no tt mentindo? 😂😂😂😂 só pq a mulher falou a verdade vc foi bloquear ela	0
A vontade de te mandar tomar no meio do seu c.... É muito grande,mas gente como vc inescrupulosa vai sefu logo ali na frente. Vc e Mirian maracujá de gaveta não valem o prato que comem.	0
Ata... roubar a Petrobras que é o correto... Petista quando não está roubando está mentindo	0
Nao tinha mesmo como saber que o miliciano vagabundo que vc ajudou a colocar no Planalto seria isso mesmo certeza?	0
Só onde tem os seus. Quero ver o saqueador Luladrão, pois inocente nunca será, sair por ai nas ruas em shoping...quero ver!	0
Vai procurar o 100 anos de SIGILO, se vc tivesse essa disposição pra cobrar transparência desse governo o Brasil estaria melhor.	0
Pronto, virou cientista. Percebeu o seu mal? Se achar dona da verdade? Cada um no seu quadrado. Para de se intrometer em outras áreas. Isso só contribui para desinformação	0
🇧🇷 PEDIDO DE SOCORRO Sou Patriota e estou em dificuldade, A PONTO DE NÃO TER O Q COMER, ESTOU COM FOME PRECISO DE CESTA BÁSICA, VC Ñ tem nada haver com isso, Mas estou há dias sem alimento Hj Ñ TENHO NADA PRA COMER ALEM DA COMIDA QUERO FAZER ALGO PRA VENDER PIX (21) 985170345	0
Bolsonaro reeleito no primeiro turno!!! Para Governador: Tarcísio e Senador : Marcos Pontes. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷	0
Deus tenha piedade dos bebezinhos! Essas criminósas deveriam se prevenir para não engravidar! Se não for bebe pode ser HIV, lamentavel	1
Se a independência do Senado depender da sua presença no debate político brasileiro acho melhor não, então. Você errou a dose de golpismo. Ocupar o teu lugar não é difícil. Chama carreirismo. Envergonhou a USP diante do mundo todo!	0
Interessante. Se não foi simples displicência, foi inteligente: viu o seu estado, viu que você estava saturando bem, auscultou-a e ouviu tudo ok...! Pra que remédios? Vamos conviver com esse vírus, conforme fazemos com tantos outros. Prescreveu o que você precisava, sem covardia.	0
A INVEJA MATA!!!!! Nunca consegui esquecer aquela encenação que vc fez com uma ameaça tipo: macumba que vc armou que recebeu antes das eleições de 2018, acabou bruaca, todo mundo viu o que vc é.	1
Inaceitável, foi o BNDES, financiar obras em ditaduras comunistas, com o dinheiro dos brasileiros, sua esquerdista sem noção.	0
É claro que vc sabe que Ciro declarou voto em Haddad, mas enganar e manipular é da facção. Não vejo um questionamento quanto a crítica de mano Brown em pleno palanque na Candelária. Críticas duras e verdadeiras qi tiraram muitos votos da porta q Luiz escolheu, o Haddad.	0
Conja? quem paga a conta do Flat? de onde vem sua renda em SP? onde fica a estação de metrô Paulista? já tomou a média na periferia?	0
Só aguardando a mamata. Mas que pena, para ti, Deus não abençoa esse tipo de social que quer voltar ao poder.	0
Isso é um perigo. O PR está em risco, se lá haviam informações sobre agenda, trajetos, paradas etc. É o que precisam para emboscar o PR. Absurdo que ainda não prenderam o cabeça de ovo.	0
Se são excelentes com certeza vão achar uma nova colocação no mercado de trabalho, mas numa empresa alinhada com suas ideologias. Defende tanto a liberdade, mas cadê a liberdade do empregador ?	0
Exato...isso é estudado nas faculdades de comunicação...fazer o militante de esquerda ter ferramentas de propaganda na$ist@ e desinformação soviétic@...	0
Ninguém. Kkkkkk Basta ter um neurônio na cabeça pra saber que sempre foi a prática do PT usar o dinheiro do pagador de impostos pra fraudar pesquisas eleitorais.	0
Como ele pode saber se NUNCA pôs os pés em qualquer lugar público? Mentiroso. Quebrou o País. Transformou Estatais em lixo. ONG's em cabides para vagabundos... Roubou até a esperança dos mais humildes com falsas promessas e ilusão. Canalha!	0
"CONHEÇAM A LUCÉLIA!...Durante mais de 2 décadas o Lula Ñ tirou o povo da pobreza e nem deram mais livros!E sim,desviaram DINHEIRO do próprio povo que assiste você!Então você está convidando esse povo a votar em quem ROUBOU deles?🤔 VÍDEO COMPLETO NO CANAL""oiluiz TV "" no YouTube!"	0
Esse ódio que contamina o Mundo inteiro, vai acabar com a humanidade. Detalhe: o atirador que quase mata a Cristina Kirchner com um tiro na cara, é Brasileiro. Só tem que investigar se é Bolsonarista, pois os ODIOSOS daqui, estão Atiçando os ZUMBIS, contra o país, faz tempo.	0
Vc nao sabe nada da política de Portugal. Minha segunda nacionalidade é portuguesa, vivi muitos anos la, e te digo que o tipo de negócios que o Presidente de Portugal gosta e faz, combina mais com Loola do que com Bolsonaro.	0
Eu acho quê só faltou vc falar a vdd. Porque vc pediu prá os esquerdista fazer boicote ou não fala há Vdd	0
Discordo. Um chefe de nação que vem ao Brasil se encontrar com um bandido descondenado não merece respeito de nosso Presidente.	0
Meu filho quando tinha 11 anos sofreu bullying no colégio e até ameaça de morte só por ser branco de olhos azuis .ficou internado 2 dias porque o medo foi tanto que ele passou muito mal diziam.vou cortar sua cara branquela e furar seus olhos azuis foi terrível ficou 2 anos (1)	0
Comunista transvertida de socialista, fazendo o mais do mesmo, mentindo. #BolsonaroReeleitoEm2022 #ImpeachmentAlexandreDeMoraes	0
Contudo, a senhora cala-se diante de anos de violações da constituição. A pior coisa do demônio é que ele é manipulador e cínico. Pense nisso.	0
Isso e uma ameaça entao pelo processo pode ser por tentativa de ameaças tem que prende esse nojo de uma vez se nao nois estamos lascado e prender quem apoia esse nojo	0
Kkkk... Eu crítico saporra desde o primeiro dia porque fiz contatos diretos com russos e ucranianos, amém de ler e ver vídeos e fotos aqui; muitos com perfis suspensos. Valeu a pena. Lula deve ter visto até mais do q vi. Ele foi perfeito e no ponto!	0
É a interpretação da constituição na direção da minha sardinha ,pq pra mim ela é bem clara, e quer dizer q ngm deve ser considerado culpado sem um julgamento ,q é feito na 1@ instância os outros são recursos não obrigatórios pq alguém tem q pedir ,podendo ser até ao STF mas preso	0
Chegou a hora de avaliarmos de forma rápida o cancelamento do registro do partido dos trabalhadores. Não é mais possível.	0
A petezada é patética. O maior LADRAO DA PETROBRAS proferindo essa frase chega a ser piada.	0
Não faça mais o papelao de dizer que cocô bambu alimenta milhões de brasileiros. Não seja debochada com o povo	0
Meu filho é autista e irá votar pela primeira vez. Quando eu falei que você será candidata ele disse que votará em você (e eu também).	0
É preciso oxigenar o Congresso com lideranças de um país melhor e confiável, pois o que se vê e constata é uma descerebração com o Brasil real. Infelizmente milhões de famintos e desempregados não causa uma grande convulsão social. A Casa Grande colapsada.	0
O indulto extingue somente a pena ,não interfere nos efeitos secundários da condenação , portanto.... Melhor estudar mais as leis	0
Vai lá esperta, não se posicione. Só não esqueça que o seu lombo é um dos que está na mira do chicote do PT.	0
Existe algo inconstitucional aí jovem? Se houver denuncie, agora ficar tentando dar uma de solidária reprovando algo legal, pega mau pra senhora.	0
Pedidos sem sustentação em FATOS, Sra Péssima representante e traidora de seus eleitores, traidora do Nosso Fenômeno Eleitoral. INVEJOSOS!	0
O supremo estaí aí, soltando traficantes e aprendendo pessoas de bem. Ali vivem os verdadeiros párias do Brasil.	0
Assisti o discurso pelas redes sociais. O Presidente Bolsonaro foi conciso, coerente e honesto no seu pronunciamento. Dá orgulho em ver, que estamos diante de um grande estadista à frente da Nação Brasileira.	0
Tenho medo de se tornar uma CPI da COVID. Tudo encenação, não deu em casa. E o pior, a morosidade do processo. Quando chegar as Eleições, vocês deixam de lado. Interesse eleitoreiro. Mas vou fingir que acredito. Os três porquinhos e Saci estão comigo nessa.	0
Chora que dói menos !!! Vai comemorar o 7 de Setembro e não chateia . Como brasileira e mulher ,me sinto envergonhada e desrespeitada por suas atitudes . Dra Nise que o diga .	0
...SÃO PAULO MAIS NORDESTINO DO QUE NUNCA. VIVA SÃO PAULO. AS MULHERES E A JUVENTUDE VAI BOTAR O DEMÔNIO PARA CORRER.	0
Fizeram de tudo pra acabar com a imagem de Bolsonaro e o que conseguiram foi aumentar a confiança que temos por ele , não vão apelar pra violência , aceitem perder , até hoje não aceitaram , quiseram fazer uma política suja deu nisso Bolsonaro primeiro turno .	0
Peço a ajuda de vcs,preciso trabalhar , tenho 2 filhos,Ana de 6 mais e Enzo de 3 anos ,as coisas Estão difíceis me ofereço a limpar seu jardim ou qualquer coisa que vc não faz mais paga alguém para fazer, troco meu serviço por cesta básica tbm, sou de Osasco sp Deus abençoe 🙏d	0
Estou no sul do país, não tenho como ser seu cabo eleitoral. Mas o Fabrício está com a razão; o modelo mudou e nosso presidente é o exemplo. A sra. será eleita com larga margem. Boa sorte!	0
Evangélicos apoiam armas, são contrários à vacina, disseminam mentiras, espalham ódio, apoiam estuprador. 🤔 É isso ser evangélico???	0
Vai fazer oque sem o Moro agora deputada? Terceira via não existe e segundo turno é Lula X Bolsonaro. Vai jogar teus eleitores no colo do Lula?	0
Bosominions são conservadores, portanto! Não gostam de sapatão, só dos teus meia dúzia de votos rsrsrsr.	0
Deixa de graça, Janaína. Ele pode indicar quem ele quiser. Assim como a gente pode votar em quem a gente quiser. Uma coisa é votar no Bolsonaro, outra nas belezuras que ele indica, tais como Romário e Datena. Ninguém vai eleger esses caras. A gente vai eleger quem a gente quiser.	0
Onde você estava, mãe e mulher, quando o PT estuprou o país, roubou pra cacete e havia pessoas até caçando ratos pra comer pra não morrer de fome??? Onde cê tavaaaaa? Louca hipócrita!	1
Mas votar no bolsonarista Arthur Lira para presidente da Câmara, sabendo o que isso significaria, é indesculpável. Nenhum cargo na mesa justifica essa conivência com o fascismo	0
Obrigada, Dr. MORO! Brilhante JUIZ de carreira! Deus, o justificará! Eu mudaria na minha cidade, as leis, ultrapassadas, CF com 250 artigos. Sendo que EUA, só têm 7 artigos. Grata	0
Ele pelo menos já descobriu por que os presidenciáveis estavam todos na Bahia no dia 2 DE JULHO? Se ele descobriu isso, já tá valendo.	0
Grita logo lula presidente porque talvez vc consiga engana mais alguém do lado de lá, porque na direita de verdade vc está fu#i#a!	0
Eles... os poderes escondidos sempre fazendo as leis ditando o que vc pode e o q vc ñ pode... Orsom Wells tinha razão Dostoievski sabia de tudo e Toustoy fez a Democracia na sua fazenda... quer criticar + vai ler os miseráveis em frances seu comunista de merda	0
"""NÃO É POR QUE UM POLÍTICO DESVIOU DINHEIRO PÚBLICO QUE ELE TEM QUE SER INVESTIGADO"" ASS.@simonetebetbr NÃO VAMOS DEIXAR , NINGUÉM ESQUECER , A CANALHA QUE VC É."	0
Como um parlamento pode abrigar uma anta dessa ? A suposta mulher só abre a boca pra falar merd 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	1
1 - Não se trata de combate a pedofilia. Trata-se de espalhar pânico moral para criar cortina de fumaça. Metodo praticado interessante por sua corja e que já está mais do que manjado.	0
Janaina minha querida e o querida é sincero, larga o Astronauta pra lá. Foca na sua campanha, existe muitos de direita que gostam de você, para de fazer campanha negativa que vai afetar você e ele.	0
Porque votou a favor sempre da retirada dos direitos dos trabalhadores? Porque votou pra o povo pobre do país trabalhar até morrer com uma migalha de aposentadoria? Porque você se diz de centro esquerda mas sempre vota a favor dos projetos de direita e neo liberais?	0
Foto é de 2019 , mas verdade pouco importa, né? Por isso que artista e jornalista não pode ir na padaria sem ser tratado com “aquele carinho” que vcs merecem.	0
Mas cria vergonha nessa tua cara sua ridicula, o maior ladrão da história desse país e do mundo foi esse bandido chamado luladrão	0
É uma mulher exigindo que se cumpra a lei que a outra descumpriu. Simples. Nem sabe Oq é silenciamento, misoginia e patriarcado. Vai estudar e criar um pingo de consciência social vai!	1
Seu ex namorado vai participar da campanha? Tem o gordo Fundão para financiar. Acho que o atual não vai ficar com ciúmes né?	1
É preciso fazer uma grande campanha para demitir os senadores covardes nas eleições de outubro. Vamos mostrar ao senador Davi Alcolumbre que ele está com os dias contados no Senado.	0
Querida ouvir dizer é coisa de fofoqueiro que não tem nada o que fazer,vai trabalhar que é pra isso q te pagamos ,e aproveita bastante porque logo logo vc estará no olho da rua,outra coisa,se tem provas do que fala,nos apresente	0
"Arranjaram outro caminho pra "" Passar a boiada"". O maldito gafanhoto Sales deve estar por trás disso!"	0
Minha cara deputada,e você acha mesmo que suas alfinetadas ao governo Bolsonaro também é bom para a sua vida política ?com esses seus comentários você está ajudando mais aqueles que você diz que combateu no passado,creio que com as instruções que vossa senhoria tem.	0
BOMBA! só está em primeiro nas pesquisas por causa de que instalou um CHIP PETISTAS nas vacinas, eu mesmo ia votar no Depois que tomei vacina fiquei com uma vontade de votar no #Lula, #Trump com ajuda do FBI descobrirão toda essa farça, Muuuu	0
Podemos dizer: Joice Hasselmann de cueca desistiu da disputa pelo senado Sp. Menos um futuro traidor como vc.	0
Com pessoas como vc a e$querda não precisa nem jogar. Mude de lado de uma vez e fique com suas críticas con$trutivas.	0
Érica koklay 😂😂😂 , por isso esse mimimi, fã do batedor de carteira , tá explicado, é 💵💵💵, dindin , agora sei que realmente ela está preocupada com o povo , miséria, crescimento do país 😂😂😂	0
Pois quando é com outras mulheres vc não se sente assim né,resigna te a insignificância de seu ser....	0
Até os policiais rodoviários federais, que o apoiaram em 2018, o Mito enganou com falsa promessa de aumento salarial. Mas para os companheiros das Forças Armadas, durante a pandemia, não faltaram picanha, leite condensado, comprimidos para impotência etc.	0
É sobre a mulher ser punida por fazer sexo sem amparo do marido, seu proprietário legal. Se casou, procria pra ele. Se está solteira e engravida, sofra. Quem mandou? Cada dia mais difícil ser mulher nessa sociedade!	0
Fazendas, Franquias, Imóveis, CONTA na SUÍÇA. SENADOR, DEPUTADO E VEREADOR tem muita coisa. Viver das mordomias e dos milhões que o cargo oferece, da nisso. Não querem sair! Mas LIMITE DE REELEIÇÃO para esses cargos já tá mais que na hora. A consciência da democracia é o limite!	0
Eu, enquanto cidadão, não tenho que nada. Nunca concordei em participar de nada tão mal projetado assim, muito menos daria qualquer centavo voluntariamente para isso. Jamais gostaria qualquer energia tentando ser vigilante em algo fadado ao fracasso. Gasto toda em tentar sonegar.	0
Datena e kajuru são amigos de infância em Ribeirão Preto, alias o excelente jornalista Heraldo Pereira tb era da turma	0
Nem fala, Elika! Dá mesma forma aqui... Eros amanheceu rouco, com a garganta inflamada. E a gente segue administrando. Por isso acredito em você, porque sei que é real. Vamos vencer! As febres, as gargantas e o Bolsonaro!	0
"Senadora,mas qdo foi o Temer em 2017,do seu partido q usou a ""indulto"" que é CONTITUCIONAL,aí a Sra apoiou,agora qdo é um Presidente q não é da ""thurma""aí é “golpe"" contra a democracia”. É por esse motivo q vcs não se reelegrão nunca mais.O povo não aceita ser enganado mais"	0
Com todas as bobagens que seus adversários estão fazendo e falando, se não aproveitar e dar um grito não sairá dos 3 % e os brasileiros ficam se alternativa pra expulsar dois lixos da política. Aproveite grite	0
PSDB/PT/PMDB os grandes lixos 🗑🗑🗑 que destruíram o Brasil por mais de 32 anos estão nos extertores morrendo pela dor lhes causada por um simples ZÉ MANE, que nunca acreditaram e tornou um grande país viável a caminho do Progresso chamado JAIR MESSIAS BOLSONARO 👀🙏🏽🙏🏽	0
Achei que a covid já tinha acabado. Cobre os governadores, prefeitos e o stf .	0
Amada, faça a sua campanha, mostrando a sua essencialidade! Pare de olhar para a grama do vizinho! Aff 🙄	1
Vc e essa corj4, deve comprar óleo de peroba so de carreta fechada. A MASCARA JA CAIU FAZ TEMPO👇	1
A senhora merece ser punida por tantas mentiras. Punida pela lei dos homens, pq a do seu Deus vem depois.	1
Por causa desse vídeo? Está com medo que a verdade seja contemplada pelas pessoas? Ou inveja da primeira dama, que tem muito mais elegância, postura política e carisma que você?	1
Estamos passado fome a mais de 4 dias Eu meu pai e minha madrasta Por favor me ajudem A salva a vida da minha família Não comia nada o dia inteiro Fome não espera e eu não sei quanto tempo meu pai vai aguentar está fome Chaver pix 81 994181780	0
Já devolveu a grana da empresa citada na lava jato? Tem mais 4 outonos e invernos e primaveras e verões do BOLSONARO ainda. No mínimo. Depois votamos no indicado dele. Depois mais 8 anos dele novamente... até secar essa ESQUERDALHA PODRE e CORRUPTA.	0
Gosto de vc Janaína e por isso acho q deveria ter saído com Federal e não senado! Pq votos passados não são garantias de voto futuro! Tomara q ache um lugar no próximo governo caso não seja eleita	0
Joice quais são sua propostas para a sua reeleição,pq até agora só vejo fofocaida de mulher traída,quais são as suas ideias para são Paulo,quais as pautas?	1
Ahhhh .....a sra ficou tristinha por que o presidente xingou o ministro foi??!! Ahhhh....vai te lascar??!!	1
"Então o povo comendo,comprando casa,viajando para Disney como o próprio Ministro da economia Paulo Guedes desse ""Uma festa danada"" é coisa do Diabo. E o povo com fome,endividado,catando ossos no lixo é coisa de Deus?"	0
Taliria PTralha passou vergonha homérica com apenas uma pergunta de uma jornalista, imagina isso num debate. Debater com um esquerdopata é chutar cachorro morto kkkkkk.	0
Como pode o líder das pesquisas ter menos engajamento que o segundo colocado nas ruas, na tv, no YouTube e nas redes sociais? A matemática não bate.	0
"Bozo , "" Se eu fizer um péssimo governo o PT volta "" . Grande profeta kkkkm e você sabe que isso vai acontecer por isso esse desespero , aceita que dói menos."	0
Fala pros seus CUMPANHEIROS, independente da cor, que o direito ao credo é sagrado! Entrar num culto e hostilizar os presentes e profanar o local, no mínimo, quebra de decoro!! A cor da pele aqui não tem nada a ver!! Para com essa porra!!!	0
E desde quando ACM NETO é de direita? E desde quando ele não atua conjuntamente com o PT? vai procurar o que fazer Amada.	0
Essa colocação ‘não é suficientemente bolsonarista’ é uma Bela jogada de marketing da equipe do Tarcisio.	0
Sim, Dra. Nise. Creio que a senhora deverá ser uma deputada federal. Direita unida! Esquerda, jamais! Bolsonaro 22.	0
Explique melhor isso, qual chance de erro, pq nada e 100% seguro, agora retirar em.vez de melhorar,e apoiar a bandidagem.	0
"""Não é porque houve repasse de recurso federal para Estados e Municípios, e porque houve má versação desses recursos, que ele deve ser investigado."" Advinha qual SENADORA DA CPI DO COVID E ATUAL CANDIDATA À PRESIDÊNCIA DA REPÚBLICA fez esta declaração?!?"	0
Que conta interessante, o importante é por na conta do meu Genocida de coração... B22 nós estamos contigo!	0
Parabéns Tabata, penso igual a você que o Ciro seria melhor do que o Lula, porém ele não tem capital político para derrotar Lula ou Bolsonaro, então precisamos unir forças para tirar esse vagabundo da PR e restabelecer a democracia e o pensar nos mais necessitados.	0
A senhora cumpriu um papel lindo com Dr Reale no impeachment da Dilma, por isso se elegeu deputada, mas no decorrer dos anos se agarrou as loucuras do Presidente, mesmo sabendo qual o intuito dele em acabar com a democracia e ele se tornar um Ditador. O tempo vai mostrar a todos.	0
O MDB sempre foi comunista, nunca foi pelo povo, mas sim manter o povo na miséria e os seus agentes políticos podres de rico, não é mesmo senadora????	0
Como você é imbecil! Nessa luta não vem bolsonaristas de mais ou de menos, tem o bem contra o mal. Passe a atacar o mal e talvez, sobre algo de bom para você! Acorda menina mimada!	1
Sim. E 2 x no mesmo vôo e ainda teve que ir para Maceió, porque em Salvador não tinha teto para pousar. Horrível	0
Esquenta não ,tudo farinha do mesmo saco ,briga política e pelo poder ,e não p povo q sofre,!!! O povo vai acabar votando errado pq a injustiças ,continuam,vão trazer o velho pq o novo não mostrou nada!!!!	0
Nós já sabemos o que ele pode fazer. Seria um cheque em branco para a senhora. Ou melhor, junte-se a ele e vamos juntos reconstruir um país para todos!	0
Pix, Transposiçao do Rio sao francisco, reforma da presidencia, zerou impostos, Marco do Saneamento, Auxilio Emergencial, Perdoou dividas dos Estudantes, 33% de aumento p/Professores 👏👏👏	0
Combate à imprensa livre? Ao vejo a sra falar dos jornalistas que foram presos, do deputado federal? Lute por liberdade o Bolsonaro fala e defende a liberdade!	0
Condenado em três instâncias concorrerá a Presidência da República, e não por insultar ministros, mas por corrupção passiva, lavagem de dinheiro, formação de quadrilha... Isso é um escárnio, não é mesmo?	0
Isso é desonestidade intelectual sua. As emendas de relator foram inventadas por vocês do parlamento. Se jovem você já está assim, imagino que idosa já estará mentindo igual ao Lula.	0
Só que com discurso de picanha e cerveja não se melhora a vida econômica do povo, enquanto um projeto de nação bem fundamentado e estruturado como o desenvolvido por #CiroGomes é absolutamente necessário para que se atinja esse objetivo.	0
"Pressa PRA eleger 1ex-presidiário condenado em 3INSTÂNCIAS A 29 ANOS DCADEIA POR CORRUPÇÃO&amp;LAVAGEM D DINHEIRO? Esse sujeito ÑFOI INOCENTADO, MAS ""DESCONDENADO"" PELO STF E, C ACHA NO DIREITO D BAGUNÇAR AS ELEIÇÕES AFRONTANDO AS PESSOAS D BEM E DEMONSTRANDO QO""CRIME COMPENSA""? PQP!"	0
O presidente fez 2 supostos bons jornalistas passarem vergonha nacional no horário nobre. Aprende bonner a globo por si só destruiu o seu jornalismo, alias melhor ainda a globo por sí só destruiu a propria emissora, hojr o povo não se deixa ser manipulado pela Globo.	0
Todas... Não se pode unir um bolo partido, nem uma causa dividida. Mesmo que a Ucramia volte a ser 40% dela jamais será.	0
Olha o tratamento que jovens negros receberam ontem por protestarem contra uma motociata bolsonarista. A comunidade negra do país fará a diferença nas eleições contra essa horda racista e fascista.	0
Desejo-lhe boa Sorte Dra. Uma pena que a Sra. não seja candidata aqui pelo Rio de Janeiro. As opções por aqui estão tristes. Espero que o Povo de SP tenha a sapiência de elege-la. O SP e o Brasil ganhará muito com a vossa presença no Senado Federal.	0
A impressão que tenho e que vao aprovar os 600 reais, seja qual for o eleito, e não haverá reforma tributária.	0
Acompanho desde o início essa forma silenciosa e agressiva de manter apenas uma só narrativa. Mantenha firme e estamos orando por sua luta !! 🙏🙏🙏🙏🙏🙏	0
O seu caminho quem trilha e vc segue em frente sem olhar para baixo pq se não vc tropeça em um canhota escroto kkkkkk.	0
Eu estou procurando nos canais de TV essa notícia e nada !! Se fosse o presidente Bolsonaro que estivesse envolvido ou sido mencionado o seu nome...mídias lacradoras hipócritas já teriam com certeza noticiado 😡😡😡😡	0
Vamos lembrar para que rumo esse foguete aponta! #LulaNuncaMais #PTNuncaMais #NaoaoForodeSaoPaulo	0
Amada....você se perdeu nas suas atitudes em relação ao governo federal. Você não vai se eleger como senador por São Paulo. Resumindo, você já era.	1
Me divirto com o desespero da PEPA PIG. O ÚNICO JEITO DELA CHAMAR A ATENÇÃO, COMO EM 2018. SE ELEGEU PELO BOLSONARO. SEGUE AS RUAS, ONDE VC VAI LEVA MULTIDÕES?😂 NÃO VEJO MUITA FOTO SUA COM O POVO. DESSA VEZ NÃO VAI FUNCIONAR PEPA. PERDEU!	1
Melhor vc escrever em letras maiusculas pra dar a impressão que vc está surtada gritando. Porque senão ninguém mais te dá atenção!!	0
Ledo engano, um dos motivos é pela prática de falta de decoro, incentivando seu eleitorado a sabotar o lançamento da candidatura de seu opositor. Como se chama isso, mau caratismo, mas estão acostumados!	0
Nenhum candidato é perfeito. Sempre falta alguma coisa pra ser presidente: - para Ciro falta controle; - para Simone falta competência; - para Lula falta honestidade; - para Soraya falta gardenal; - e para Bolsonaro falta um dia.	0
E a espanhola que anunciou aos quatro ventos o que faria no banheiro, após uma pergunta em dado podcast? As mulherinhas bozoAsnistas são de finura ímpar SQN.	1
E olha que foi até convidada a ser vice do Presidente Bolsonaro. Talvez hoje seja um momento de reflexão. Que merd@ eu fiz pra estar desesperada assim. Veja que nossa amiguinha PepaPig ja sumiu, cuidado pra nao ser esquecida tbem e ser lembrada como a Deputada doida de Sao Paulo	1
Vc precisa de tratamento hein...vê ataque em tudo....até já disse q foi atacada por alguém e acordou machucada	0
